Course Name,Description,Rate,Instructor,Price,Total Hours,lectures,Level,Number Of Rated Users,Bestseller,Original Price,Price Value,Price Currency,Business Exception,New Price,_Price
[NEW]SAP C_ACTIVATE13 Practice Questions Set Study Material,"Practice SAP Activate Project Manager certification mock exam C_ACTIVATE 13 , all unique questions, 4 Study Materials",3.8,"Instructor:
EXAM VOLT",E£199.99,,,,,NEW,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Preparation C_TBW50H_75 SAP CERTIFICATION,Questions and answers from real certification,3.7,"Instructor:
Sky Lab",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
SAP C_TSCM42_66 Certified Associate - PP & Manufacture Exam,200+ Unique Questions and Answers in SAP C_TSCM42_66 Certified Associate - PP & Manufacture Exam,3.7,"Instructor:
Go Certify",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Premium SAP Practice Exam With C_SAC_2208,Learn SAP Analytics Cloud | Full Practice Exam | SAP Certified Application Associate Certification C_SAC_2208,4.1,"Instructor:
Ayan Sarkar | SAP Certified Application Associate",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Latest SAC certification practice exam SAC01: C_SAC_2120,Latest SAC certification practice exam PREMIUM: C_SAC_2120 (2022),4.3,"Instructor:
Train4 Success",E£269.99,,,,,,,269.99,E£,Business Exception,8330.453563714902,8330.453563714902USD
Become a C-Level Executive : Career Growth for Professionals,"The fastest way to quadruple your salary, get your next five promotions and become a C-Level Executive",4.1,"Instructor:
Tushar Bhatnagar",E£229.99,2.5,33,All Levels,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
SAP Fiori System Administration Exam Questions C_FIORADM_21,SAP Fiori Administration Certificate Preparation Question and Answers - C_FIORADM_21 SAP Certified Technology Associate,3.3,"Instructor:
WLC Academy",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
SAP C_HANA Certified Application Associate - Practice Tests,SAP C_HANAIMP Certified Application Associate - Practice Tests,4.0,"Instructor:
thexams Academy",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Flying training Navigation. C 172 VFR | Flight School | PPL,Learn to fly at home on your computer safe navigation of aircraft. Pilot. LEARN TO FLY.,3.8,"Instructor:
Graham ""The Baron"" Hesketh",E£319.99,11.5,48,Beginner,,,,319.99,E£,Business Exception,9873.187287874112,9873.187287874112USD
IRS Schedule C for Freelancers-Small Businesses,How Millions of Small Business Owners Lower Taxes,3.9,"Instructor:
Sandy Ingram",Free,1,13,Beginner,,,E£269.99,0,,,0,0USD
SAP Analytics Cloud Planning (C_SACP_2215) Exam Guide,Get ready for your C_SACP_2215 certification exam by going through similar questions,3.6,"Instructor:
Mirian Nord",E£479.99,,,,,,,479.99,E£,Business Exception,14809.935205183585,14809.935205183585USD
LEGO Robotic C Programming,use real coding to control LEGO Robot. Learn C programming while play LEGO.,4.1,"Instructor:
Charlie Zhang",E£199.99,1,11,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C.T.B Win Big In The Games of Chance At Live Casinos,Targeting Chops & Streaks - Game: Baccarat & Roulette,3.4,"Instructor:
Henry Naiken",E£199.99,1.5,12,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
SAP Business Objects 4.2 (C_BOWI_42) Practice Exam,Latest! Certification questions for Business Objects 4.2,3.9,"Instructor:
DataViz Academy",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
So you want a Grade C in your Maths GCSE? (Part 2),Level 4/5 (Grade C) exam style questions for GCSE Maths Foundation Level,4.6,"Instructor:
Engage and Learn",E£199.99,6,49,Intermediate,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
IELTS Speaking Part 1 (How To Achieve Band 7+ in 2.5 Hours),Pass Your Test The First Time,5.0,"Instructor:
Christian C C",E£229.99,2.5,6,All Levels,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
C Programming 2021: Master The Basics!,Learn C Fast | Start Coding Quickly | Master The Fundamentals of C,4.4,"Instructor:
Ali Badran",Free,3,23,Beginner,,,,0,,,0,0USD
Introduction To The C Language,Learn a language that was ranked amongst the top 3 programming laguages in the 2018 IEEE's survey.,4.0,"Instructor:
Haidar Al-Aubiydy",Free,2.5,34,Beginner,,,,0,,,0,0USD
C Programming Bootcamp: From Scratch,An Amazing Coding Experience,4.1,"Instructor:
Akash porwal",Free,1.5,23,All Levels,,,,0,,,0,0USD
Microcontrollers and the C Programming Language (MSP430),"Create C programs for a microcontroller using inputs/outputs, timers, analog-to-digital converters, comm ports, and LCD.",4.4,"Instructors:
Mark M. Budnik, Mark Budnik",Free,32,115,All Levels,,,,0,,,0,0USD
'C' Interview Questions,Prepare for technical interviews on 'C' Programming Language,4.5,"Instructor:
Srikanth Pragada",Free,2,5,Intermediate,,,,0,,,0,0USD
C programming tutorial,1st developed programming language .,4.2,"Instructor:
Yash Kalam",Free,2,9,Beginner,,,,0,,,0,0USD
Fundamentals of Programming in C,"Learn the basics of C programming, including variables, pointers and functions!",4.6,"Instructor:
Scott Cosentino",Free,1.5,15,Beginner,,,,0,,,0,0USD
Learn C / C++ Programming Language From Scratch (Beginners),This course is for those students who are new to programming and want to make their base of programming.,3.9,"Instructor:
Salman Khan",Free,,11,Beginner,,new,,0,,,0,0USD
Beginner's Crash Course in Mastering C Programming,Coding for Beginners | C Programming for Absolute Beginners | Learning C Programming,4.3,"Instructor:
Rahul Agarwal",Free,1.5,7,Beginner,,,,0,,,0,0USD
Basic C programming in Linux Environment.,Learn the Basics of C Programming,4.1,"Instructor:
Inoft Technologies",Free,1.5,16,All Levels,,,,0,,,0,0USD
Quickstart guide for C programming,"Learn the basics of C programming, the root of all programming languages",4.0,"Instructor:
Sergiu Muresan",Free,3.5,45,Beginner,,,,0,,,0,0USD
Trailer Course: Get Started with Programming in C,Write your first program and take your first step in the programming world with this course!,3.9,"Instructor:
Akshat Gupta",Free,1,5,Beginner,,,,0,,,0,0USD
Demo on let's learn basic C programming,Easy and simple way of learning C Programming,2.2,"Instructor:
Mohammad Sayeem Shaikh",Free,,11,All Levels,,,,0,,,0,0USD
C - Fast Crash Course - Introduction,Learn C fast with this CRASH course,3.9,"Instructor:
Edwin Diaz",Free,2.5,20,All Levels,,,,0,,,0,0USD
An introduction to debugging C and Java,Learn how to debug broken programs from the terminal and within an IDE,4.1,"Instructor:
Nick Broom",Free,2.5,43,Beginner,,,,0,,,0,0USD
(4) WE_ Water Efficiency of LEED BD+C v4,provided by He-Kui Sustainability Matters,4.9,"Instructor:
Ming-Feng Nian",Free,,7,All Levels,,,,0,,,0,0USD
Get Started with Programming in C: Full Course,This course introduces you to C programming with regular assignments and hands on programming exercises.,4.2,"Instructor:
Akshat Gupta",Free,1.5,12,Beginner,,,,0,,,0,0USD
Learn C/C++ with Arduino IDE,Students will learn about the basic concepts of C/C++ with the help of Arduino IDE.,4.3,"Instructor:
shrey Sharma",Free,1,11,Beginner,,,,0,,,0,0USD
Bitfountain Objective-C for iOS 9,"Although Swift is the future of iOS Dev, Objective-C is still required by employers. Learn how to read and write it.",4.4,"Instructors:
John Omar, Khari Slaughter, Eliot Arntz",Free,3,39,Intermediate,,,,0,,,0,0USD
(2) LT_ Location & Transportation of LEED BD+C v4,Allow me to deliver courses with experience in passing 6 LEED AP exams through self-study.,4.9,"Instructor:
Ming-Feng Nian",Free,1,8,Intermediate,,,,0,,,0,0USD
ARM Cortex-M : Modular Embedded Systems Design (FREE!),"Build an autonomous robot from a System's Approach, Code purely in Assembly and Bare Metal Embedded-C",4.1,"Instructor:
Israel Gbati",FREE,7.5,66,All Levels,,,,0,,,0,0USD
Animation C language,learn C in less than 60 min,4.1,"Instructor:
George Azmy",Free,1,28,Beginner,,,,0,,,0,0USD
Fixing Memory Bugs in C,Tools and techniques for finding and fixing memory bugs in C,5.0,"Instructor:
George Jones",Free,1.5,9,Intermediate,,,,0,,,0,0USD
Create a Game Loop using C and SDL,Learn to create a game loop from scratch using the C programming language and SDL,4.8,"Instructors:
Gustavo Pezzi, Pikuma .com",Free,2,22,All Levels,,,,0,,,0,0USD
(1) IP_ Integrative Process of LEED BD+C v4,Allow me to deliver courses with experience in passing 6 LEED AP exams through self-study.,4.6,"Instructor:
Ming-Feng Nian",Free,,5,Beginner,,,,0,,,0,0USD
Kundalini Yoga 101 : The Yoga Of Awareness,Yoga Alliance Continuing Education Course,4.4,"Instructor:
Laura Goellner E-RYT, C-IAYT",Free,1.5,8,Beginner,,,,0,,,0,0USD
Learn Graphic LCD interface with from scratch,• Light Emitting Diode interface with LPC2148 microcontroller and its Embedded C programming. • Light Emitting Diode C,4.1,"Instructor:
Sunil Sudam Morade",Free,2,6,Beginner,,,,0,,,0,0USD
The Arduino Parking Garage,Arduino Microcontroller Programming C C++,4.3,"Instructor:
Daniel Perl",Free,1,11,Beginner,,,,0,,,0,0USD
So you want a Grade C in your Maths GCSE? (Part 1),Grade C (Level 4/5) exam style questions for GCSE Maths Foundation Level,4.6,"Instructor:
Engage and Learn",Free,2,18,Intermediate,,,,0,,,0,0USD
Complete Modern C++ Programming - Beginner to Advanced,Gain Modern C++ Object-Oriented Programming (OOP) and STL skills. C++14 and C++17 covered. C++20 also included.,4.5,"Instructors:
PaceIT Academy, M. Fahmid Chowdhury",Free,2,10,All Levels,,,,0,,,0,0USD
Master The Art of C\C++ programming with Arduino | 2022,"A complete guide to Arduino, Electronics and C\C++ programming language with Step By Step explanation + Practice",3.9,"Instructor:
Luca Zambuto",Free,1,45,All Levels,,,,0,,,0,0USD
"1st of 8 Steps to College Admissions, Free Course 2022",Tasks that Optimize Higher Education for Students,3.9,"Instructors:
Matthew C. Andrews, Ph.D., Justin Wang",Free,1.5,7,All Levels,,,,0,,,0,0USD
Mixing with FabFilter: Compression with FabFilter Pro-C2,Compression Bootcamp and FabFilter Pro-C 2 Explained,4.5,"Instructor:
Daniel Wyatt",Free,1.5,7,Intermediate,,,,0,,,0,0USD
First course in Data Structures in C,Discussion of data structures in C,4.3,"Instructor:
Vaishali Rajeev Lele",Free,1.5,7,Beginner,,,,0,,,0,0USD
Brazil for Beginners,Learn Interesting facts about Brazil and how Brazil emerges on the world stage.,4.8,"Instructor:
Marshall C. Eakin",Free,5,17,All Levels,,,,0,,,0,0USD
Introduction to C.H.I.P,Learn how to create software and hardware projects using CHIP and python programming,4.6,"Instructors:
Venkatesh Varadachari, Satyajeet Sah, Shashank Raghunathan",Free,1,23,Beginner,,,,0,,,0,0USD
Learn how to draw a cute sheep,Step-by-step animal drawing beginner course,4.9,"Instructor:
Monica C",Free,,8,Beginner,,,,0,,,0,0USD
C Programming Language Hands-On-Lab Challenge,Master C Programming Language Skills in Practical Way. Become a better Programmer in other languages by learning C first,5.0,"Instructor:
Atish Jain",E£199.99,22.5,140,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Embedded System Design using UML State Machines,Learn to implement event-driven embedded applications using simple and hierarchical UML state machine approach,4.6,"Instructors:
FastBit Embedded Brain Academy, Kiran Nayak",E£749.99,12.5,97,All Levels,,,E£999.99,749.99,E£,Business Exception,23140.69731564332,23140.69731564332USD
"Mastering Microcontroller: Timers, PWM, CAN, Low Power(MCU2)","Learn STM32 Timers, CAN, RTC, PWM, Low Power embedded systems and program them using STM32 Device HAL APIs step by step.",4.6,"Instructors:
FastBit Embedded Brain Academy, Kiran Nayak",E£999.99,22,221,All Levels,,,"E£1,299.99",999.99,E£,Business Exception,30854.365936439368,30854.365936439368USD
Unreal Engine 5 C++ Developer: Learn C++ & Make Video Games,Created in collaboration with Epic Games. Learn C++ from basics while making your first 5 video games in Unreal,4.7,"Instructors:
Ben Tristem, GameDev.tv Team","E£1,199.99",29.5,210,All Levels,,Bestseller,"E£1,599.99","1,199.99",E£,Business Exception,37025.30083307621,37025.30083307621USD
Embedded Systems Bare-Metal Programming Ground Up™ (STM32),"No Libraries used, Professional CMSIS Standard, ARM Cortex, ADC,UART,TIMERS, DMA,SPI,I2C,RTC,GPIO etc.",4.6,"Instructors:
Israel Gbati, BHM Engineering Academy",E£849.99,24.5,136,Intermediate,,Bestseller,"E£1,199.99",849.99,E£,Business Exception,26226.16476396174,26226.16476396174USD
Data Structures and Algorithms : Deep Dive Using C++,"Learn in-depth about Arrays, Linked Lists, Stacks, Queues, Trees, Graphs, Recursion, Heaps, Hashing and Sorting",4.8,"Instructor:
Himayatullah Sharief",E£749.99,50,335,All Levels,,,E£999.99,749.99,E£,Business Exception,23140.69731564332,23140.69731564332USD
Learn C++ Programming By Making Games,An introductory guide to understanding how to program,4.8,"Instructor:
Serge Lansiquot",E£629.99,25.5,155,Beginner,,,E£849.99,629.99,E£,Business Exception,19438.136377661216,19438.136377661216USD
C++ MASTERY Course – Build Extraordinary Apps (Step-by-step),"Effortlessly Build 10 C++ Apps Starting TODAY, WITHOUT ANY Coding Experience Step-by-Step.",4.6,"Instructor:
Prerak Mehta",E£229.99,17.5,63,All Levels,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
C_TS462_2022 : Certified Associate - SAP S/4HANA Sales 2022,C_TS462_2022 : Certified Associate - SAP S/4HANA Sales 2022,3.5,"Instructor:
Ritesh Agrawal",E£579.99,,,,,,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
Embedded Linux Step by Step Using Beaglebone Black,"Learn ARM Linux systems, Embedded Linux building blocks ,Busybox, Beaglebone interfacing Projects and much more",4.6,"Instructors:
FastBit Embedded Brain Academy, Kiran Nayak",E£199.99,16,127,All Levels,,Bestseller,E£999.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Update to Modern C++,Refresh and update your C++ skills!,4.5,"Instructor:
James Raynard",E£479.99,11.5,99,Intermediate,,,E£649.99,479.99,E£,Business Exception,14809.935205183585,14809.935205183585USD
C++: From Beginner to Expert,Designed for people who don't have any knowledge about the programming and want to program in C++,4.5,"Instructor:
Arkadiusz Włodarczyk",E£749.99,17.5,97,All Levels,,,E£999.99,749.99,E£,Business Exception,23140.69731564332,23140.69731564332USD
Design Patterns in Modern C++,Discover the modern implementation of design patterns with С++,4.5,"Instructor:
Dmitri Nesteruk",E£199.99,12.5,129,Intermediate,,,E£999.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C Programming Language For Beginners - Master the C Language,"""Begin your Journey: Master the C Programming Language from Basics to Proficiency""",5.0,"Instructor:
Atish Jain",E£579.99,w23,108,All Levels,,,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
Learn C++ File Handling Full Course With (Console) Project,C++ File Handling Course With (Console)Project : Mini database: Student Database Management & Result Calculation system,4.9,"Instructor:
Sarah Naseem",E£599.99,10.5,78,Intermediate,,,E£799.99,599.99,E£,Business Exception,18512.49614316569,18512.49614316569USD
C++ Programming Step By Step From Beginner To Ultimate Level,"Discover C++ basics then Expert on Object Oriented Programming OOP, C++ Data structure, STL, C++ Projects with C++ 11/14",4.6,"Instructor:
Lernen Hub Academy",E£479.99,11.5,100,All Levels,,,E£629.99,479.99,E£,Business Exception,14809.935205183585,14809.935205183585USD
C++ programming step-by-step: From Beginner to Advanced,"Start with basics of C++ (v11 and v14) then master File I/O, Object Oriented Programming or OOP, STL, Functors, Lambda",4.3,"Instructor:
Shibaji Paul",E£749.99,27.5,189,All Levels,,,E£999.99,749.99,E£,Business Exception,23140.69731564332,23140.69731564332USD
SOLID C++,Learn and practice C++ with SOLID object-oriented design principles,3.9,"Instructor:
Andrii Sh.",E£599.99,9.5,83,Intermediate,,,E£799.99,599.99,E£,Business Exception,18512.49614316569,18512.49614316569USD
Learn C++ From Interview Questions,C++,4.5,"Instructor:
Satish Venkatesh",E£199.99,8,122,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Mastering RTOS: Hands on FreeRTOS and STM32Fx with Debugging,Learn Running/Porting FreeRTOS Real Time Operating System on STM32F4x and ARM cortex M based Mircocontrollers,4.5,"Instructors:
FastBit Embedded Brain Academy, Kiran Nayak",Free,14,120,All Levels,,Bestseller,E£999.99,0,,,0,0USD
Complete C# Programming Course – Beginner to Expert,"Learn Professional C# Coding! 27 Hours of Content, 7 Hands-On Projects, 2 Unity 3D Games, 16 Coding Exercises, and more!",4.3,"Instructor:
Robert Gioia",E£999.99,27,550,All Levels,,,"E£1,299.99",999.99,E£,Business Exception,30854.365936439368,30854.365936439368USD
The Design and Analysis of Algorithm Masterclass,Algorithm & Data Structures will help you to Crack Coding Interviews (C/C++Java/Python) Learn Algorithm Data Structures,4.5,"Instructor:
Up Degree",E£479.99,12.5,62,Beginner,,,E£629.99,479.99,E£,Business Exception,14809.935205183585,14809.935205183585USD
Masterclass : Linked Lists - Exclusive from Zero to Hero,Let's Play with Linked Lists Programming.,4.6,"Instructor:
Atchyut Kumar",E£199.99,5.5,24,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Learn C# Programming (In Ten Easy Steps),The simplest way to learn C# programming.,4.5,"Instructor:
Huw Collingbourne",E£629.99,7.5,127,Beginner,,,E£849.99,629.99,E£,Business Exception,19438.136377661216,19438.136377661216USD
C_TS4CO_2021 SAP Certified Application Associate-S/4HANA CO,C_TS4CO_2021 SAP Certified Application Associate - SAP S/4HANA for Management Accounting Associates (SAP S/4HANA 2021),3.1,"Instructor:
K. Chandra Shekar",E£479.99,,,,,,E£629.99,479.99,E£,Business Exception,14809.935205183585,14809.935205183585USD
"C_S4CFI_2308 : SAP S/4HANA Cloud, public edition - Finance","C_S4CFI_2308 : SAP S/4HANA Cloud, public edition - Finance",3.3,"Instructor:
Ritesh Agrawal",E£579.99,,,,,,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
Learn By Example: C++ Programming - 75 Solved Problems,"C++ will never seem intimidating again, once you're done with these examples.",4.4,"Instructor:
Loony Corn",E£229.99,16,87,All Levels,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
C++ Programming - The Complete Course,Learn C++ from scratch and then discover advanced C++ Programming!,4.2,"Instructor:
TELCOMA Global",E£199.99,6,45,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C Programming : A Comprehensive Theory Course,Ultimate C Programming Resource: Illustrated Examples and Slide-based Tutorials for Beginners and Advanced Learners,4.7,"Instructor:
Selfcode Academy",E£629.99,7,43,Beginner,,,E£849.99,629.99,E£,Business Exception,19438.136377661216,19438.136377661216USD
Learn Advanced C++ Programming,"Discover intermediate to advanced C++, including C++ 11's fantastic additions to the C++ standard.",4.5,"Instructor:
John Purcell",E£749.99,15,105,Intermediate,,,E£999.99,749.99,E£,Business Exception,23140.69731564332,23140.69731564332USD
Demystifying OOP with C++,This course stands apart because we show you the How and Why.,4.1,"Instructors:
Bhalchandra Gholkar, Daryl Newell",E£749.99,13.5,138,All Levels,,New,E£999.99,749.99,E£,Business Exception,23140.69731564332,23140.69731564332USD
Programmers 8 in 1 Bundle,Learn most popular programming languages with easy to understand examples,4.0,"Instructor:
EDUmobile Academy",E£229.99,17,159,All Levels,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
C++ Intermediate to Advanced Course with Project,Learn C++ Intermediate to Advance topics with 1 project.,3.8,"Instructor:
Edcorner Learning",E£199.99,12.5,45,Expert,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
The Finite Element Method (FEM/FEA),From Novice to Pro: FEA Proficiency Unleashed,4.8,"Instructor:
Engineer Renato C.",E£549.99,34,153,All Levels,,Bestseller,E£749.99,549.99,E£,Business Exception,16969.762419006478,16969.762419006478USD
C++ Programming- Beginner to Expert 2022,Designed for people who don't have any knowledge about the programming and want to program in C++,4.5,"Instructor:
Happy Learnings",E£199.99,5.5,43,Expert,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Advanced C++ Programming Training Course,Take your C++ Programming Training Course Will Take Your Skills To The Next Level.,4.5,"Instructor:
Infinite Skills",E£199.99,6.5,81,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Exclusive : Pointers and Structures with simple Examples,Learn Pointers and Structures very easy way.,4.7,"Instructor:
Atchyut Kumar",E£199.99,2,19,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
A Complete Introduction to the C++ Programming Language,Learn the C++ programming language with a step-by-step introduction of all the important concepts and language features.,4.2,"Instructor:
Dmitri Nesteruk",E£199.99,3,67,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C_ABAPD_2309: Back-End Developer - ABAP Cloud,C_ABAPD_2309: SAP Certified Associate - Back-End Developer - ABAP Cloud (NEW Certification),3.5,"Instructor:
SAP DEV 101",E£199.99,,,,,NEW,E£779.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
The Complete C & C++ Programming Course - Mastering C & C++,Complete C & C++ Programming Course basic to advanced,4.0,"Instructor:
Sara Academy",E£199.99,4.5,52,Beginner,,New,E£849.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Advanced C++ Programming for High Performance Applications,Up your C++ game,2.9,"Instructor:
Aditya K",E£199.99,3,12,Intermediate,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Master Fundamentals of Programming for Beginners,Learn Fundamental programming languages with easy to understand examples,4.2,"Instructor:
EDUmobile Academy",E£199.99,13,120,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C Programming for Beginners,Beginner to PRO in C!,5.0,"Instructor:
ATMASUTRA INSTITUTE OF CAREER DEVELOPMENT AND TRAINING (AICDT)",E£579.99,2.5,37,Beginner,,New,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
The GNU Make and C++ Programmer's Primer,"Creating Makefiles, Applications, and Libraries using the GNU Tool Set",4.3,"Instructor:
Randall Nagy",E£199.99,1,11,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C++ 20 (2a) New Features,Get up to date with what's new in C++,3.8,"Instructor:
Packt Publishing",E£229.99,2.5,40,Beginner,,New,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
Dynamic Link Libraries (Windows Programming With C/C++),"Learn all about the DLLs in this course. Explained the Load Time, Run time and delay Linking!!",4.5,"Instructor:
Vikash Shakya",E£199.99,3,16,Expert,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Complete CMake Project Management [2023],"Learn CMake to manage your C/C++ project! As well as how to manage dependencies, unit tests, tools and more easily.",4.5,"Instructor:
Hristo Iliev",E£749.99,3,71,Intermediate,,,E£999.99,749.99,E£,Business Exception,23140.69731564332,23140.69731564332USD
Build Your Own RealTime OS (RTOS) From Ground Up™ on ARM 1,Build Your Own RealTime Operating Systems from first principles . Practice on STM32 and TIVA C boards,4.6,"Instructors:
Israel Gbati, BHM Engineering Academy",E£629.99,9.5,79,Intermediate,,,E£849.99,629.99,E£,Business Exception,19438.136377661216,19438.136377661216USD
Arduino Step by Step More than 50 Hours Complete Course,"C Programming, Arduino, PIC Microcontroller, PCB Design, Wed Design for IOT, PID Controller Everything Included",4.5,"Instructor:
Roshan Premarathne",E£549.99,52.5,367,All Levels,,,E£749.99,549.99,E£,Business Exception,16969.762419006478,16969.762419006478USD
C_THINK1_02 SAP Certified Design Thinking Certification Exam,100% Pass Guarantee: Latest Practice Test Questions of SAP Certified Associate - Design Thinking C_THINK1_02,3.1,"Instructor:
Rafael Delfino",E£229.99,,,,,,,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
SAP EWM Certification Assessment - C_S4EWM_2020,Latest Practice Questions for SAP EWM (Extended Warehouse Management) - C_S4EWM_2020,3.6,"Instructor:
Studyuuu SAP MM/EWM",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
SAP Activate Project Manager: Path to Success (C_ACTIVATE22),"Mastering SAP Activate Project Manager Certification: SAP Activate Methodology Unveiled, (C_ACTIVATE_22/13) Exam Prep.",4.4,"Instructor:
Kareem Ullah",E£579.99,1.5,29,All Levels,,,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
Learn and Understand C++,"Take this course to learn C++ which you can use for ethical hacking, game development, and most software you use daily!",3.6,"Instructors:
Ermin Kreponic, Aldin Omerdic",E£229.99,14,76,Beginner,,new,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
C_C4H410_04 - SAP Sales Cloud 2011 | Exam Questions,140+ Exam Questions to Prepare for the Certification Exam SAP Certified Application Associate – SAP Sales Cloud 2011,4.2,"Instructor:
Cert PREP",E£529.99,,,,,,E£719.99,529.99,E£,Business Exception,16352.668929342795,16352.668929342795USD
C_CPE_15 BTP Extensions with SAP CAP: Your Pathway to Succes,C_CPE_15 BTP Your Gateway to Mastery in SAP Business Technology Platform (BTP),2.9,"Instructor:
POORNA N",E£579.99,,,,,New,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
C_TS4FI_2021 | SAP Financial Accounting Associates Exam,Comprehensive Course For SAP S/4HANA for Financial Accounting Associates (SAP S/4HANA 2021),3.1,"Instructor:
Ramesh Vairavan",E£529.99,,,,,,E£719.99,529.99,E£,Business Exception,16352.668929342795,16352.668929342795USD
Texas Instruments MSP430 : Architecture and Programming,MSP430 Application development,3.6,"Instructor:
Manisha Satone",E£199.99,7.5,41,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Tekla Structures shop drawing R.C.C Building,Shop drawing and modeling R.C.C building in TEKLA,4.7,"Instructor:
Ahmad Traboulsi",E£199.99,3,20,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C_TS422_2021 : SAP Production Planning and Manufacturing,C_TS422_2021 : SAP Production Planning and Manufacturing,4.7,"Instructor:
Ritesh Agrawal",E£579.99,,,,,,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
C For Embedded Systems,Getting more advanced topics in C language that are more suitable for programming the embedded systems.,4.4,"Instructor:
Mohamed Abdallah",E£579.99,4.5,39,Intermediate,,Hot & new,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
C For Embedded Systems,Getting more advanced topics in C language that are more suitable for programming the embedded systems.,4.4,"Instructor:
Mohamed Abdallah",E£579.99,4.5,39,Intermediate,,Hot & new,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
Master C++ Pointers and Smart Pointers,"pointers, shared_ptr, unique_ptr and weak_ptr in C++",3.9,"Instructor:
Abhishek Kumar",E£199.99,1.5,16,Intermediate,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C++ Tutorial for Absolute Beginners . Become An Expert,If you’re ready to buckle down and learn C++ Programming here’s where you should start.,3.6,"Instructor:
Yogesh Patel",E£229.99,9.5,70,All Levels,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
C_HCADM_05 - SAP HANA Cloud Provisioning and Administration,2 Practice papers comprising of 60 questions which will help in clearing the actual Certification exam,4.3,"Instructor:
Santanu Kar Gupta",E£579.99,,,,,,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
