Course Name,Description,Rate,Instructor,Total Hours,lectures,Level,Price,Number Of Rated Users,Bestseller
"The Data Structures, Algorithms and Time Complexity Guide",The Definitive Coding Interview Guide: Crack Whiteboard Questions in C# & Recognize Patterns in the Most Popular Topics,3.3,"Mammoth Interactive, John Bura",s7,55,All Levels,E£199.99,,
Complete Course on Becoming a Business Interpreter,Learn to become a business interpreter with zero experience,4.6,Vivien C,s1,19,Beginner,E£199.99,,
Python for astronomers and astrophysics,Python Astronomy,3.8,Sachin C,1.5,12,Beginner,E£199.99,,
NEW Splunk Certified Administrator 2022 Practice Questions,Splunk Certified Administrator Practice Questions,4.2,Alexis C,,,,E£199.99,,NEW
Become a Wedding Officiant - A Complete Guide,Start a business officiating weddings in the USA! Step by Step course includes sample ceremonies to get you started.,4.8,Lora C,s1,25,All Levels,E£199.99,,
"Foundations in Yoga Anatomy: 1 Language of Motion, Skeleton","The Language of Movement, The Skeletal System, Bones, Joints & Ligaments",4.9,"Laura Goellner E-RYT, C-IAYT",10.5,43,Intermediate,E£629.99,,
"#1 Complete Blockchain, Cryptocurrency, Wallet Development","Build a Blockchain and Cryptocurrency like Bitcoin Using C# , Asp.Net Core , Web Api and Mobile Wallet app using Xamarin",3.6,Toufiq Elahy,14.5,77,All Levels,E£229.99,,
Apple iCloud Unlocking Course,Building iCloud unlock using C#,4.1,Mohamed Guerich,s1,10,Beginner,E£199.99,,
SQL Query Writing for Beginners,Learn SQL in a Magical Way (with Cinderella and Fairy Tales),4.4,Karen C,s3,28,Beginner,E£199.99,,
Introduction to Multiplayer Game Development in Unity,"Create Online Multiplayer Games in Unity, C# & Photon PUN2 - Learn Networking Concepts & Unity Multiplayer Programming",4.2,Matan Naveh,1.5,26,Intermediate,E£199.99,,
SQL and RDBMS,Database management systems,4.6,krishnan c,3.5,18,Intermediate,E£229.99,,
Complete Beginner Unity3D Game Development from Scratch,"Build 3D Games, understand basic, and important concepts of game development. Learn C#, UI, Animation, Level Design.",3.7,Ammar Khan,12.5,98,Beginner,E£229.99,,
The Complete Issue & Project Tracking Software : ASP.NET MVC,"Develop with Solid Principles,C#,ASP.NET MVC,Entity Framework,Linq,SQL Server,Javascript,Bootstrap. Source code included",2.8,Ercan Ayhan,s1,34,Expert,E£199.99,,
Build Python Apps with TensorFlow and a Fun Super Tank Game,"Learn Android Studio, Java, Python, TensorFlow, TensorFlow, data science, Unity C#, iOS, Swift and image recognition!",4.5,"Mammoth Interactive, John Bura",24.5,166,All Levels,E£199.99,,
Automate Your Trading With C# and Multicharts.NET,Create Automated Trading Scripts & Build Algorithmic Trading Strategies,2.3,Baris A.,s1,9,All Levels,E£199.99,,
Azure DevOps Build Pipelines: Run Windows UI Automation & CI,Learn Azure DevOps Pipelines (incl. YAML) on Azure Git Repos to run WinAppdriver Windows Test Automation in C# .Net,4.3,Naeem Akram,1.5,18,Intermediate,E£349.99,,
THE 8 FACTORS: Gain Clarity & Grow Your Business,"Learn a proven system used to start, manage and grow business, fast. Get MBA knowledge without the expensive price tag.",4.8,Michael C. Bush,10.5,28,All Levels,E£229.99,,
CAPM Renewal: Classic Project Management // 14 PDUs,CAPM Certification Renewal: Learn How to Manage Traditional Projects and Earn 14 PDUs to Renew Your CAPM Certification!,4.8,"Sabri C. PMP | 120,000+ Enrollments Worldwide",13.5,200,All Levels,E£199.99,,new
Unity ® Virtual Reality (VR) Development: No Coding Approach,"Develop Immersive VR Experiences, Games, Apps & VR Frameworks using Unity 3D & VRTK, without the need for C# programming",3.4,Chris Coutinho,14.5,78,All Levels,E£229.99,,
Learn Apex 20% and Code 80% - Salesforce coding made Easy,Don't reach out to a developer for help. It's time for Salesforce Admins to enter the Developer world.,4.2,Sandeep C,6.5,34,Beginner,E£199.99,,
Foundations in Yoga Anatomy:2 Muscle Physiology and Function,The Structure and Function of Muscle & Connective Tissue: A primer for learning the Muscular System,4.9,"Laura Goellner E-RYT, C-IAYT",8.5,27,Intermediate,E£199.99,,
Practice Exams for Red Hat RHCE Certified Engineer - RHEL8,Exams are NOT affiliated with official RHEL8 / Red Hat team and are for your own practice.,4.0,Gavin C,,,,E£229.99,,
Basic Beginners Beauty Therapy Course,Learn the basic knowledge and skills of being a beauty therapist.,4.3,Aimée C,1.5,16,Beginner,E£199.99,,
Modern Standard Arabic - boost your conversation skills,Your tongue will speak Arabic fluently!,4.8,Fadi G. C.,5.5,53,Intermediate,E£199.99,,
Learn Architectural Visualisation in Sketchup Using Vray 5,Learn 3D Architecture Designing in Sketchup using VRay 5 from Beginner to Professional level,3.6,Sixon C Sunny,s13,64,All Levels,E£199.99,,
C Programming Basics For Microcontrollers & Embedded System,Go from zero to hero in programming with C and C# Languages and start your Microcontroller Journey,4.5,"Educational Engineering Team, Ashraf Said AlMadhoun",3.5,32,Beginner,E£199.99,,
EKG Technician Certification Exam Review,A comprehensive review for the EKG Technician Exam or for those just wanting a refresher in the basics of EKG,4.7,"Dale James ""Jamie"" Bingham PA-C, MPAS, MPH, NREMT-P",s2,15,Beginner,E£199.99,,
Applied Yoga Anatomy: 101 The Language of Anatomy & Movement,Yoga Alliance Continuing Education Course,4.7,"Laura Goellner E-RYT, C-IAYT",6.5,47,Beginner,E£199.99,,
AWS Serverless Applications,Create AWS Serverless Applications using Node.js and ASP.Net Core C#,3.8,SkillBakery Studio,1.5,25,All Levels,E£199.99,,
Endometriosis Natural Healing and Self-Help,"Endometriosis Natural Treatments, Natural Cures & Symptoms Relief",4.6,Miranda C.,1.5,28,All Levels,E£199.99,,
American Sign Language Conversation - Level 3,It’s time to learn hundreds of useful sentences the easy way! - Suitable for Hearing & Deaf students,3.9,C. Abi Rached,1.5,58,Intermediate,E£199.99,,
Unity 3D - Procedural Mesh Generation - The Basics,Learn all the basics of generating procedural mesh using C#,4.4,Digital Touches,s2,15,Beginner,E£199.99,,
American Sign Language Conversation - Level 2,It’s time to learn hundreds of useful sentences the easy way! - Suitable for Hearing & Deaf students,4.3,C. Abi Rached,1.5,58,Intermediate,E£199.99,,
