Course Name,Description,Rate,Instructor,Total Hours,lectures,Level,Price,Number Of Rated Users,Bestseller,Original Price
"What's New in C#7, C#8, C#9 and C#10","Learn about latest features of C#7, C#8, C#9 and C#10",4.5,"Instructor:
Dmitri Nesteruk",s5,41,Beginner,E£219.99,,New,E£319.99
Unit Testing For Unity 2022 & C# - Lifetime Access,Learn Unit Testing & Test-Driven-Development (TDD) | Unity-Specific Approach | Sample Projects & C# Source-Code,4.6,"Instructor:
Samuel Asher Rivello",4.5,51,Intermediate,E£199.99,,New,E£849.99
Learn to build an e-commerce app with .Net Core and Angular,"Build a proof of concept e-commerce store using Angular, .Net and Stripe for payment processing",4.7,"Instructor:
Neil Cummings",34.5,317,Intermediate,E£269.99,,Bestseller,"E£1,399.99"
The Ultimate Guide to Creating an RPG Game in Unity,Level up your C# and Unity knowledge and create your very own RPG game.,4.8,"Instructor:
Alex Dev",s38,188,All Levels,E£749.99,,,E£999.99
C# Software Development for Absolute Beginners,A beginner friendly way to learn C# programming,4.3,"Instructor:
Sean Gee",12.5,80,Beginner,E£199.99,,,E£269.99
Complete 2D Platformer in Unity C#,Game development made easy. Learn C# with Unity and create your very own 2D Platformer!,4.7,"Instructor:
James Doyle",s15,120,Beginner,E£199.99,,new,E£849.99
Design Patterns for Game Programming,An exploration of robust modularised code building for games with Unity 2019 and C#.,4.8,"Instructors:
Penny de Byl, Penny @Holistic3D.com",s9,38,Beginner,E£199.99,,,E£849.99
Gentle Introduction to C# Fundamentals,"Learn How to Build C# App, Not Just C# Code Syntax",4.7,"Instructor:
Layman Academy",6.5,68,Beginner,E£579.99,,new,E£779.99
TDD Fundamentals in C#,This course covers the fundamentals of Test Driven Development using C# as the language of practice,5.0,"Instructor:
DevFluence .",10.5,73,All Levels,E£749.99,,,E£999.99
ASP.NET MVC : Complete Practical Guide (.NET 7) | C# Web Dev,The best ASP.NET MVC Course providing practical real world example of creating ASP.NET MVC Website with Entity Framework,4.7,"Instructor:
Sameer Saini",12.5,82,All Levels,E£749.99,,,E£999.99
Unity 2D Dungeon Gunner Roguelike Development Course,Build a sophisticated 2D Roguelike Dungeon Shooter game using the Unity game engine and C# in this intermediate course.,4.6,"Instructor:
Rob Ager",s51,164,Intermediate,E£199.99,,,E£999.99
C# Tutorial: Full Course For Beginners - Fundamentals of C#,"Taught as a course in a University, this course will teach you C# programming from scratch to beginner / advanced level.",5.0,"Instructor:
Furkan Gözükara",w25,16,Beginner,E£199.99,,,E£269.99
Learn To Create a Card Combat Game With Unity & C#,Game development made easy. Learn C# using Unity and create your own card battling game!,4.7,"Instructor:
James Doyle",s10,79,Beginner,E£199.99,,,E£269.99
Asp.Net Core : The Complete Guide To Build RESTful Api's,"Learn to build secure RESTful Api's with Asp.Net Core, Entity Framework and C# with .NET 7 2023",4.4,"Instructor:
Asfend Yar Hamid",s8,135,All Levels,E£199.99,,,E£999.99
Learn To Create An RPG Game In Unity,Game development made easy. Learn C# using Unity and create your very own classic RPG!,4.7,"Instructor:
James Doyle",s18,117,All Levels,E£219.99,,,E£999.99
Refactoring to Design Patterns by Example,Improving internal design of an existing application with refactoring techniques and design patterns in C#,4.5,"Instructor:
Zoran Horvat",4.5,51,Intermediate,E£199.99,,Bestseller,E£849.99
The Complete dbt (Data Build Tool) Bootcamp: Zero to Hero,Become a dbt™ professional with this ALL-IN-ONE COURSE covering both theory & practice through a real-world project!,4.5,"Instructors:
Zoltan C. Toth, Miklos (Mike) Petridisz",6.5,94,All Levels,E£749.99,,Bestseller,E£999.99
Offensive C#,Build your own hacking tools with C#,4.2,"Instructor:
Naga Sai Nikhil",19.5,63,All Levels,E£349.99,,,
Learn To Create A Vampire Survivors Style Game in Unity & C#,Game development made easy. Learn C# using Unity and create your own avoidance survival game!,4.8,"Instructor:
James Doyle",11.5,88,Beginner,E£619.99,,,E£819.99
Unity C# Scripting Intermediate - Upgrade Your C# Skills,"Unity C# Scripting Intermediate - Upgrade Your C# Skills , Learn Advanced C# Programming for Unity Game Development",4.3,"Instructor:
Raja Biswas",s8,38,Intermediate,E£199.99,,,E£269.99
Learn Unity C# for beginners,Start making games in Unity by learning the basics of Unity C# scripting,4.7,"Instructor:
Pete Jepson",s10,73,Beginner,E£199.99,,,E£269.99
Top 300 .NET & Angular Interview Questions - Fullstack,C# / OOPS / ASP.NET MVC / ADO NET / EF / SQL Server / Web API / .NET Core / Angular (with PDF Book),4.7,"Instructor:
Happy Rawat",13.5,342,All Levels,E£199.99,,,E£999.99
Fast C# .NET Core Live Project in Windows Forms and SQL,Real World Project From Scratch by Windows Forms - C# Net Core 6 by SQL Database - Crystal Reports,4.8,"Instructor:
Mega Learning",s38,162,All Levels,E£619.99,,,E£819.99
Unity 2D Game Developer Course Farming RPG,Build the core systems for a 2D Farming RPG game using the Unity game engine and C# in this intermediate Unity course.,4.4,"Instructor:
Rob Ager",44.5,101,Intermediate,E£579.99,,,E£779.99
Fast C# by Windows Forms to Create Pro Windows Apps,Easily and deeply learn the C# by Creating Apps for Windows - Beginners to advance topics,4.4,"Instructor:
Mega Learning",85.5,705,All Levels,E£549.99,,,E£749.99
Learn To Create A Roguelike Game In Unity,Game development made easy. Learn C# using Unity and create your very own classic RPG!,4.8,"Instructor:
James Doyle",19.5,124,All Levels,E£749.99,,,E£999.99
C# Object-Oriented Programming Fundamentals,"Learn C#, object-oriented programming (OOP), Classes, Properties, Methods, Generics and Collections.",4.8,"Instructor:
Paul D. Sheriff",2.5,93,Beginner,E£749.99,,,E£999.99
Master C# Scripting for Unity Game Development in 30 Days,"Learn Something New Everyday for 30 Days , Master C# Scripting for Unity 2023 Game Development Step By Step",5.0,"Instructor:
Raja Biswas",23.5,112,Beginner,E£199.99,,New,E£849.99
Fast WPF in C# Windows Presentation Foundation for Beginners,"Easily Learn WPF in C# to Design Real Apps , MVVM , SQL in WPF for beginners , XAML & Windows Presentation Foundation",4.3,"Instructor:
Mega Learning",60.5,338,All Levels,E£599.99,,,E£799.99
C# Win Forms Flappy Bird Hunting Game OOP Master Class in VS,"Time to hunt the elusive flappy birds by making this new interactive game with C#, Windows Form, .Net in Visual Studio",4.8,"Instructor:
MOO ICT",3.5,9,All Levels,E£579.99,,new,E£779.99
End to End Test Automation with Playwright (TS/C#/Java),Master web app automation with Playwright's modern approach and multiple language bindings - Updated 2023 with v1.38,4.7,"Instructor:
Karthik KK",14.5,146,All Levels,E£319.99,,,
A Beginner's Guide To Machine Learning with Unity,"Advanced games AI with genetic algorithms, neural networks & Q-learning in C# and Tensorflow for Unity",4.3,"Instructors:
Penny de Byl, Penny @Holistic3D.com",s13,76,Intermediate,E£749.99,,,E£999.99
C# Complete Beginner's Guide,We've designed the course with your needs in mind | Smooth Learning Experience | Learn Faster And Easier!,4.8,"Instructor:
Saleh Zarei",11.5,312,Beginner,E£629.99,,,E£849.99
C# Fundamentals,"Learn C#, Syntax and Programming, Language Constructs, Variables, Looping, and Exceptions.",4.4,"Instructor:
Paul D. Sheriff",s4,113,Beginner,E£199.99,,,E£269.99
TDD in C# From A to Z,Grow software by TDD with SpecFlow + TestStack White. Learn test-driven development and improve unit testing skills!,4.4,"Instructor:
Engineer Spock",9.5,83,All Levels,E£229.99,,,E£319.99
"Learn Automation Framework with Specflow, Selenium, C#, BDD","BRAND NEW : LOW-CODE/NO CODE Framework with Design Patterns (Builder, Strategy, Singleton, Dependency Injection, IoC)",4.6,"Instructor:
Singh Trainer",s29,114,All Levels,E£619.99,,NEW,E£819.99
"Learn Asp Net C#, MySQL and JavaScript for web developers","Developers complete course for web design, development, coding and database",4.9,"Instructor:
Metla Sudha Sekhar",s21,158,All Levels,E£199.99,,,E£269.99
How to Program Voxel Worlds Like Minecraft with C# in Unity,A comprehensive guide to blocky mesh building for procedurally-generated worlds updated for Unity 2020+.,4.7,"Instructors:
Penny de Byl, Penny @Holistic3D.com",18.5,128,Intermediate,E£749.99,,,E£999.99
IELTS Complete Preparation for (Academic & General),"Are you taking the IELTS TEST? Then this is the only video course you need*we cover Reading,Writing,Listening & Speaking",4.6,"Instructor:
Christian C C",18.5,56,All Levels,E£749.99,,,E£999.99
Dependency Injection in ASP.NET,Master Dependency Injection in .NET and ASP.NET using C# + Interview Questions,4.4,"Instructor:
Aref K.",s2,24,All Levels,E£529.99,,,E£719.99
C# API Test Automation,REST & SOAP APIs,4.9,"Instructor:
Linh Hoang",s1,25,Beginner,E£579.99,,,E£779.99
Snowflake Masterclass[stored proc+demos+Best practices+Labs],Master snowflake cloud data-warehouse with hands on exercises from real time expert.,4.4,"Instructor:
Pradeep H C",s24,316,All Levels,E£199.99,,,E£269.99
ASP.NET Core Web API Bootcamp - Build REST APIs with C# .NET,"Learn ASP.NET Core Web API, Entity Framework Core, LINQ, Minimal Web API, .NET 7, C#, SQL, Azure Hosting, OAuth 2.0",4.3,"Instructor:
Lasse Klüver",s11,104,All Levels,E£629.99,,,E£849.99
Learn Advanced C# Scripting in Unity 5 for Games,Learn advanced and powerful C# scripting techniques for building professional-grade games in Unity,4.7,"Instructor:
3dmotive LLC",5.5,66,Intermediate,E£199.99,,,E£269.99
Learn To Create a Match-3 Puzzle Game in Unity,Game development made easy. Learn C# using Unity and create your own puzzle game!,4.6,"Instructor:
James Doyle",6.5,48,Beginner,E£229.99,,,E£999.99
Learn GraphQL with .Net Core For Absolute Beginners,"Learn to build Real World Project with GraphQL , .Net Core , Entity Framework Core and C#",4.4,"Instructor:
Asfend Yar Hamid",6.5,107,All Levels,E£219.99,,,E£819.99
PMP Certification: 35+ PDU Formal PMP Exam Prep_New PMP 2023,PMPⓇ Certification: 42 PDU PMP Exam Complete Training / Get the PMP Project Management Certification on the first try!,4.6,"Instructor:
Sabri C. PMP | 120,000+ Enrollments Worldwide",s42,363,All Levels,"E£1,299.99",,New,"E£1,699.99"
Learn Restful Api's with Asp.Net Core 5.0 2022,"Learn to build Secure Real World Cinema RESTful Api's with Asp.Net Core , Entity Framework Core and C#",4.8,"Instructor:
Asfend Yar Hamid",4.5,83,All Levels,E£229.99,,,E£319.99
Learn C# Basics by Building Your Own Bot (ChatGPT enabled),Learn C# from scratch by building a chatbot windows application which using OpenAI's GPT3 model,4.0,"Instructor:
Tom Liao",15.5,65,Beginner,E£199.99,,,E£269.99
Learn To Create a Turn-Based Strategy Game With Unity & C#,Game development made easy. Learn C# using Unity and create your own strategy action game!,4.5,"Instructor:
James Doyle",s13,89,Beginner,E£199.99,,,E£269.99
"Object Oriented Analysis, Design & Programming with UML","Learn OO Analysis, Design & Programming using UML in C++, Java & C#",4.4,"Instructor:
Umar Lone",10.5,126,All Levels,E£749.99,,Bestseller,E£999.99
Programming in Blazor - ASP.NET Core 5,Create interactive web applications with C#,4.4,"Instructor:
Felipe Gavilán",16.5,143,Intermediate,E£229.99,,,E£319.99
Program a Media-Player in C#,Create a video and audio-player using C# and the Windows Presentation Foundation (WPF),4.7,"Instructor:
Huw Collingbourne",s2,35,Intermediate,E£229.99,,,E£319.99
Procedural Terrain Generation with Unity,Programming realistic environments with C# through the algorithmic manipulation of mesh and vegetation data.,4.2,"Instructors:
Penny de Byl, Penny @Holistic3D.com",s15,86,Intermediate,E£749.99,,,E£999.99
Programming AutoCAD with SQL Server Database using C#,Programming AutoCAD .NET API with SQL Server Database integration using C#. You will perform database CRUD operations,4.6,"Instructor:
Arnold Higuit",s8,100,Intermediate,E£199.99,,,E£999.99
Using SOLID Principles to Write Better Code - A Crash Course,"Software Architecture: A rapid, hard-hitting introduction to designing great object-oriented code in Java, C# and more.",4.4,"Instructor:
Riaan Nel",s1,11,All Levels,E£199.99,,,E£269.99
"Learn Asp Net C#, MySQL and JavaScript for web developers","Developers complete course for web design, development, coding and database",4.9,"Instructor:
Metla Sudha Sekhar",s21,158,All Levels,E£199.99,,,E£269.99
How to Program Voxel Worlds Like Minecraft with C# in Unity,A comprehensive guide to blocky mesh building for procedurally-generated worlds updated for Unity 2020+.,4.7,"Instructors:
Penny de Byl, Penny @Holistic3D.com",18.5,128,Intermediate,E£749.99,,,E£999.99
IELTS Complete Preparation for (Academic & General),"Are you taking the IELTS TEST? Then this is the only video course you need*we cover Reading,Writing,Listening & Speaking",4.6,"Instructor:
Christian C C",18.5,56,All Levels,E£749.99,,,E£999.99
Dependency Injection in ASP.NET,Master Dependency Injection in .NET and ASP.NET using C# + Interview Questions,4.4,"Instructor:
Aref K.",s2,24,All Levels,E£529.99,,,E£719.99
C# API Test Automation,REST & SOAP APIs,4.9,"Instructor:
Linh Hoang",s1,25,Beginner,E£579.99,,,E£779.99
Snowflake Masterclass[stored proc+demos+Best practices+Labs],Master snowflake cloud data-warehouse with hands on exercises from real time expert.,4.4,"Instructor:
Pradeep H C",s24,316,All Levels,E£199.99,,,E£269.99
ASP.NET Core Web API Bootcamp - Build REST APIs with C# .NET,"Learn ASP.NET Core Web API, Entity Framework Core, LINQ, Minimal Web API, .NET 7, C#, SQL, Azure Hosting, OAuth 2.0",4.3,"Instructor:
Lasse Klüver",s11,104,All Levels,E£629.99,,,E£849.99
Learn Advanced C# Scripting in Unity 5 for Games,Learn advanced and powerful C# scripting techniques for building professional-grade games in Unity,4.7,"Instructor:
3dmotive LLC",5.5,66,Intermediate,E£199.99,,,E£269.99
Learn To Create a Match-3 Puzzle Game in Unity,Game development made easy. Learn C# using Unity and create your own puzzle game!,4.6,"Instructor:
James Doyle",6.5,48,Beginner,E£229.99,,,E£999.99
Learn GraphQL with .Net Core For Absolute Beginners,"Learn to build Real World Project with GraphQL , .Net Core , Entity Framework Core and C#",4.4,"Instructor:
Asfend Yar Hamid",6.5,107,All Levels,E£219.99,,,E£819.99
PMP Certification: 35+ PDU Formal PMP Exam Prep_New PMP 2023,PMPⓇ Certification: 42 PDU PMP Exam Complete Training / Get the PMP Project Management Certification on the first try!,4.6,"Instructor:
Sabri C. PMP | 120,000+ Enrollments Worldwide",s42,363,All Levels,"E£1,299.99",,New,"E£1,699.99"
Learn Restful Api's with Asp.Net Core 5.0 2022,"Learn to build Secure Real World Cinema RESTful Api's with Asp.Net Core , Entity Framework Core and C#",4.8,"Instructor:
Asfend Yar Hamid",4.5,83,All Levels,E£229.99,,,E£319.99
Learn C# Basics by Building Your Own Bot (ChatGPT enabled),Learn C# from scratch by building a chatbot windows application which using OpenAI's GPT3 model,4.0,"Instructor:
Tom Liao",15.5,65,Beginner,E£199.99,,,E£269.99
Learn To Create a Turn-Based Strategy Game With Unity & C#,Game development made easy. Learn C# using Unity and create your own strategy action game!,4.5,"Instructor:
James Doyle",s13,89,Beginner,E£199.99,,,E£269.99
"Object Oriented Analysis, Design & Programming with UML","Learn OO Analysis, Design & Programming using UML in C++, Java & C#",4.4,"Instructor:
Umar Lone",10.5,126,All Levels,E£749.99,,Bestseller,E£999.99
Programming in Blazor - ASP.NET Core 5,Create interactive web applications with C#,4.4,"Instructor:
Felipe Gavilán",16.5,143,Intermediate,E£229.99,,,E£319.99
Program a Media-Player in C#,Create a video and audio-player using C# and the Windows Presentation Foundation (WPF),4.7,"Instructor:
Huw Collingbourne",s2,35,Intermediate,E£229.99,,,E£319.99
Procedural Terrain Generation with Unity,Programming realistic environments with C# through the algorithmic manipulation of mesh and vegetation data.,4.2,"Instructors:
Penny de Byl, Penny @Holistic3D.com",s15,86,Intermediate,E£749.99,,,E£999.99
Programming AutoCAD with SQL Server Database using C#,Programming AutoCAD .NET API with SQL Server Database integration using C#. You will perform database CRUD operations,4.6,"Instructor:
Arnold Higuit",s8,100,Intermediate,E£199.99,,,E£999.99
Using SOLID Principles to Write Better Code - A Crash Course,"Software Architecture: A rapid, hard-hitting introduction to designing great object-oriented code in Java, C# and more.",4.4,"Instructor:
Riaan Nel",s1,11,All Levels,E£199.99,,,E£269.99
Arabic language | The comprehensive course - Learn modern,"So you are already learning Arabic or willing to ? Perfect , This is where i'm going to boost your Arabic skills ;)",4.7,"Instructor:
Fadi G. C.",22.5,177,All Levels,E£749.99,,,E£999.99
"Learn Excel Programming in easy way (VSTO, C#, WPF [MVVM])","Build functional real-life Excel Add-ins from scratch using C#, WPF/MVVM",4.3,"Instructor:
Mouse Events",5.5,38,Beginner,E£419.99,,,E£529.99
Learn to Create a 3D Platformer Game with Unity & C#,Game development made easy. Learn C# using Unity and create your very own 3D Platformer!,4.9,"Instructor:
James Doyle",12.5,81,Beginner,E£199.99,,,E£269.99
Unity C# Mobile Game - Make your own Hole Game from Scratch!,Learn how to use advanced techniques to create a 3D Hole mobile game in Unity with C# !,4.9,"Instructor:
Tabsil Makes Games",3.5,28,Intermediate,E£599.99,,,E£799.99
Xamarin Forms: Build Native Cross-platform Apps with C#,"Learn to build native mobile apps for Android, iOS and Windows using your existing C# skills",4.4,"Instructor:
Mosh Hamedani",7.5,117,All Levels,E£749.99,,Bestseller,E£999.99
Build professional real world C# Console Application,Learn how to build a console C# application to automate tasks and reuse over and over again for work projects,4.8,"Instructor:
Stephen Mooney",s2,19,All Levels,E£199.99,,,E£269.99
VB . NET with VS 2017 and Windows Forms,"With Early OOP, Connections to C# and the .NET Framework Source Code",4.6,"Instructor:
T O",s13,86,All Levels,E£749.99,,,E£999.99
Unity Android Game Development : Build 10 2D & 3D Games,"Unity Game Development & Design, Learn Unity Android Game Development with C# & Unity ( Updated Unity 2023 )",4.6,"Instructors:
Raja Biswas, Charger Games",s36,197,Beginner,E£749.99,,Bestseller,E£999.99
Intro to Airplane Physics in Unity 3D - 2017 & 2018,Learn how to build your very own Custom Airplane Physics with Unity & C#,4.5,"Instructor:
Indie - Pixel",20.5,149,Beginner,E£199.99,,,E£819.99
C# : Beginners to Advanced -Practise Test,Multiple choice Question with Solutions,5.0,"Instructor:
Suprio Dutta",,,,E£199.99,,,E£269.99
WeMade 2048 with Unity & C#,Create 2048 from scratch,4.9,"Instructor:
Josh Maggard",s4,23,Beginner,E£199.99,,,E£269.99
Create ASP.Net Core Web API (step by step for beginners),"Build database driven CRUD API with C#, ASP .NET Core MVC and Entity Framework Core. Project based learning",4.7,"Instructor:
Pavol Almasi",s10,131,All Levels,E£199.99,,,E£269.99
Mastering ASP.NET Core MVC 3.1 & 5.0 From Scratch Using C#,Learn How to build Modern Web Applications using ASP.NET Core MVC - Step By Step,4.7,"Instructor:
Kameswara Sarma Uppuluri",s23,161,All Levels,E£229.99,,,E£319.99
Desktop Application Development Windows Forms C#,Learn software development using windows forms with SAP crystal reports,4.6,"Instructor:
Ali Raza Sardar Ali",s10,28,Beginner,E£229.99,,,E£319.99
C# With Visual Studio Community 2022 (With Exercises),Jump Into C#!,4.7,"Instructor:
T O",3.5,52,Beginner,E£199.99,,,E£269.99
RabbitMQ and Messaging Concepts,"Learn RabbitMQ message broker, general messaging concepts with C# and Java code samples",4.1,"Instructor:
Mustafa Kök",s4,48,All Levels,E£749.99,,,E£999.99
Create a Space Shoot 'Em Up With Unity,Game development made easy. Learn C# using Unity and create your very own side-scrolling Space Shooter!,4.8,"Instructor:
James Doyle",s8,61,Beginner,E£229.99,,,E£319.99
Complete Guide to XML For Microsoft Developers,"XML, XPATH, XSLT, XQuery, XSD, XML in SQLServer, C#, LINQ, and PowerShell, Saxonica",4.5,"Instructor:
Neal Walters",16.5,125,Beginner,E£229.99,,Bestseller,E£319.99
Learn To Create a Complete Save System in Unity & C#,Game development made easy. Learn to create an versatile & easy-to-use Save System for your games!,4.8,"Instructor:
James Doyle",s3,35,Beginner,E£199.99,,,E£269.99
Snowpark : Data engineering with Snowflake.,Learn fundamentals of Snowflake-snowpark API.,4.4,"Instructor:
Pradeep H C",s6,64,All Levels,E£199.99,,,E£269.99
CAPM Certification 2023&2024: Updated CAPM Exam Prep_37 PDUs,CAPM Exam Prep Training: CAPM Exam COMPLETE Training Based On the New CAPM ECO (Perfect for 2023 & 2024 CAPM exams.),4.6,"Instructor:
Sabri C. PMP | 120,000+ Enrollments Worldwide",38.5,317,All Levels,E£199.99,,New,E£999.99
RPG Shops & Abilities: Intermediate C# Game Coding,"Implement Shop Systems, Special Abilities, distributable Trait Points and polish your finished RPG!",4.3,"Instructors:
GameDev.tv Team, Rick Davidson",s19,96,Intermediate,E£629.99,,,E£849.99
Unity from Zero to Proficiency (intermediate),A step-by-step guide to coding your first game in C# with Unity,4.7,"Instructor:
Patrick Felicia",6.5,86,Intermediate,E£199.99,,,E£269.99
Unleash Your Creativity: Build Point & Click Game in Unity,From Concept to Classic: Build a Point & Click Game with Unity and C# in the 90s Style,4.1,"Instructor:
Romi Fauzi",s14,63,Intermediate,E£229.99,,,E£319.99
Quick Start - Learn programming in C#,Easy and fast - Your start into programming as an absolute beginner,4.3,"Instructors:
Amira N, Sönke Cordts",s2,43,Beginner,E£199.99,,,E£269.99
The All-in-One Developer Masterclass - Learn Great Coding,"The Coding Course Covers Game Development with Scratch 3.0, Kodu Game Lab, Python, Java, C#, MySQL, Project Management",4.7,"Instructor:
Dr. Chris Mall • 35,000+ Students Worldwide",s23,168,Beginner,E£199.99,,,E£269.99
Unit Testing in .NET 7 and C# with NUnit and MOQ,NUnit in .NET 7 and C#. Test-Driven Development. Testing Legacy Code + Interview Questions & Answers,4.6,"Instructor:
Aref K.",s3,26,All Levels,E£479.99,,,E£649.99
Calling an API in c#,"Web request, web client, http client",3.8,"Instructor:
Taurius Litvinavicius",s1,7,Intermediate,E£199.99,,,E£269.99
Unity 2019 Learn to write better code making a City Builder,"Learn object oriented programming, design patterns and Unit testing while making a City Builder game in Unity using C#.",4.2,"Instructor:
Sunny Valley Studio",17.5,108,Intermediate,E£229.99,,,
Regular Expressions (Regex) with C# .NET - Easy and Fast!,"Regex Mastery: Hands-On Pattern Detection, Input Verification, Security Enhancement, and Data Cleanup",4.4,"Instructor:
Chandra Lingam",s4,71,All Levels,E£199.99,,,E£269.99
Software Architecture: Dependency Injection for C# Devs,Learn Dependency Injection techniques along with an IoC-framework (DI-Container). Grow Architecture applying DI.,3.8,"Instructor:
Engineer Spock",5.5,86,All Levels,E£219.99,,,E£319.99
Learn to create a strategy game in Unity,"Deploy army, Create map, Learn Unity and C#, game architecture and Unity scripting API",4.0,"Instructor:
Ilnar Farkh (Smart Games Development)",s17,72,All Levels,E£199.99,,,E£269.99
Complete ASP.NET MVC Course with Real World Practices,"ASP.NET MVC with hands-on examples, build secure web applications with ASP.NET MVC and C#, become web developer with MVC",4.6,"Instructors:
Oak Academy, OAK Academy Team",s20,134,All Levels,E£749.99,,,E£999.99
REST API testing using C# RestSharp and SpecFlow,A complete course of API automation in .Net,4.6,"Instructor:
Manoj Yadav",s3,22,All Levels,E£199.99,,,E£269.99
A 18 Hour SQL/SQL Server 2014/Visual Studio 2017 Course,"Learn SQL, SQL Server, SSMS, ASP.NET, Visual Studio, C#, HTML and More!",4.8,"Instructor:
T O",s19,87,Intermediate,E£749.99,,,E£999.99
AWS For C#/.NET Developers,Learn how to use AWS with C#/.NET and using AWSSDK.NET,4.5,"Instructor:
Amr Swalha",2.5,39,All Levels,E£229.99,,,E£319.99
"Websockets, tcp and udp in c# .NET CORE",Learn all about various network sockets,3.8,"Instructor:
Taurius Litvinavicius",s3,13,Expert,E£479.99,,,E£649.99
"CRUD application using C#, SQLite, and Windows Forms","Visual Studio 2017/2019 Community, C#, SQLite, DB Browser",3.5,"Instructor:
Peder Thornstrom",s4,32,Beginner,E£199.99,,,E£269.99
Intro to Unity 3D Physics: Helicopters,Learn how to create Helicopter physics for Games with Unity 3D and C#!,4.4,"Instructor:
Indie - Pixel",17.5,131,Beginner,E£219.99,,,"E£1,199.99"
Learn To Code By Making a 2D Platformer in Unity,Game development made easy. Learn C# using Unity and create your very own 2D Platformer,4.9,"Instructor:
James Doyle",s13,84,Beginner,E£749.99,,,E£999.99
Outlook Desktop Add-ins Development For Beginners,Learn outlook desktop add-in development using C# and visual studio,3.7,"Instructor:
NetCore Academy",s3,18,All Levels,E£199.99,,,E£269.99
Build A Paint Drawing App Using C# and Visual Studio,Get creative and build a paint drawing application from scratch.,4.6,"Instructor:
Bluelime Learning Solutions",1.5,17,Beginner,E£199.99,,,E£269.99
Fundamentals of Building a Remote Access Tool (RAT1) in C#,"Learn basic C# programming, networking and client-server technology by writing a Remote Access Trojan from scratch",4.7,"Instructor:
Paul Chin",4.5,34,Beginner,E£619.99,,,E£819.99
Rest Api's in Asp.Net and C#,"Build REST Api's With Asp.Net , Entity Framework and C#",4.0,"Instructor:
Asfend Yar Hamid",2.5,43,All Levels,E£219.99,,,E£319.99
Xamarin Android Uber Clone App with C# and Firebase,Learn advanced Xamarin Android concepts by building a fully complete and functional Uber Clone app using Firebase,4.3,"Instructors:
Ufinix Academy, Uchenna Nnodim",15.5,92,All Levels,E£269.99,,,E£349.99
SDET C#: Test Automation From Scratch - Detailed Guide,A practical guide to becoming an Expert QA Automation Engineer (AQA) and SDET/Test Architect,4.3,"Instructors:
Tigran Ter-Karapetyants, Trevoir Williams",s20,125,All Levels,E£199.99,,,E£269.99
Develop FPS Game in 35 Minutes with C# and Unity3D,Beginner Friendly Introduction in the World of 3D Game Development,5.0,"Instructor:
Domen Rajterič",,9,Beginner,E£199.99,,,E£269.99
Programming the Finite Element Method using C#,Programming the Finite Element Method using C# for Bar Elements,4.4,"Instructor:
Civil Engineering Essentials",s15,79,All Levels,E£549.99,,,E£749.99
Turkish Language Course for Beginners - A1,Learn Turkish from a Native & Experienced Turkish Teacher ( 50 top quality video lessons ),4.7,"Instructor:
A. C. YILMAZ",9.5,50,Beginner,E£549.99,,,E£749.99
Blazor - Real World Developer Portfolio (WASM + Web API),"Learn in-demand technologies by building a dev portfolio: C#, .NET 6, Blazor WebAssembly, ASP.NET Web API and Azure.",4.4,"Instructor:
Ruben Heeren",16.5,90,Beginner,E£999.99,,,"E£1,299.99"
Make a Tetris-style Puzzler in Unity,Build a tile-based puzzle game with C# and Unity,4.9,"Instructor:
Wilmer Lin",s10,101,Intermediate,E£749.99,,,E£999.99
C# Remoting : Build Client / Server Database Applications,Build client applications to use objects on remote computers such as using the database of the server remotely,4.3,"Instructor:
Husam Nujaim",s2,17,All Levels,E£199.99,,,E£269.99
Reverse Engineering 6: Reversing .NET with dnSpy,Learn Reverse Engineering and debugging for .NET programs written in C# and VB.NET using dnSpy,4.6,"Instructor:
Paul Chin",s2,16,Beginner,E£519.99,,,E£679.99
"Creating turn-based game, Unity Engine","Unity 3D, C#, Pathfinding, AI, Design Patterns, Game Architecture and much more",4.2,"Instructor:
Ilnar Farkh (Smart Games Development)",17.5,68,All Levels,E£199.99,,,E£269.99
Unity 2023 Game Development : Build 6 Games with Unity & C#,"Learn Unity Game Development , Build 6 2D & 3D Games with Unity , Learn Unity & C# Scripting By Building Real Projects",4.6,"Instructor:
Raja Biswas",s12,76,Beginner,E£199.99,,,E£269.99
Unity 2D Random Dungeon Generator for a Roguelike Video Game,A simple approach to programming a top down 2D random dungeon generator for roguelike video games using C# in Unity,4.9,"Instructor:
Billy McDaniel",s7,28,Beginner,E£229.99,,,E£319.99
Create a 3D Endless Runner from Scratch in Unity,Learn how to make an infinite scrolling platform game in Unity with C# working through all stages of game development.,4.9,"Instructors:
Penny de Byl, Penny @Holistic3D.com",9.5,43,Beginner,E£199.99,,,E£269.99
C# : ASP.NET MVC ~Practise Test for Interviews,ASPDotNeT Multiple choice Question with descriptive Solutions,5.0,"Instructor:
Suprio Dutta",,,,E£229.99,,,E£319.99
Advanced Automation framework with Appium C# - 2020 Updated,Automate Android & iOS application in Windows and MacOS in C# with Appium,4.9,"Instructor:
Karthik KK",9.5,97,All Levels,E£319.99,,,
ASP.NET MVC Web Development,"Learn Web and Apps Development with ASP.NET MVC, C#, Signal-R and ADO.NET",3.8,"Instructor:
EDUCBA Bridging the Gap",45.5,322,All Levels,E£199.99,,,E£269.99
