Course Name,Description,Rate,Instructor,Total Hours,lectures,Level,Price,Number Of Rated Users,Bestseller,Original Price
The Complete C Programming Bootcamp,"Master C programming in Visual Studio Code. Learn pointers, macro and low level data manipulation. Embedded ready.",4.4,"Instructors:
Byte Garage, Byte Garage Instructors",s25,160,All Levels,E£749.99,,,E£999.99
Vehicles in Unreal Engine 4,Learn to create wheeled vehicles in Unreal Engine 4,4.4,"Instructor:
Daniel Orchard",4.5,28,Beginner,E£229.99,,,E£319.99
Unreal Engine 4: How to Develop Your First Two Games,"Epic Games-Approved: learn the Unreal Editor, master the gameplay framework, and use Blueprint to program without coding",4.7,"Instructors:
Christopher Murphy, Epic Games",15.5,85,Beginner,E£199.99,,,E£849.99
[Beginner Friendly] Linux C Programming Success Essentials,Learn the fundamentals of C programming from a real industry expert to jumpstart your tech career with C,4.4,"Instructor:
Cary Huang",s10,64,Beginner,E£549.99,,,E£749.99
Unreal Engine 5 For The Unity Developer,"A beginner friendly Unreal Engine Course (Available For Free On YouTube! Search ""DevGods"")",4.2,"Instructor:
Greggory Addison",s5,21,Beginner,Free,,,E£479.99
From start to Finish: Qt & QML Online Multiplayer Game,Learn how to implement an entire Multiplayer game using Qt and QML!,4.5,"Instructor:
Hai Pham",6.5,34,Intermediate,E£199.99,,,E£269.99
Unreal Engine 4 Class: Blueprints,Learn Blueprints and create your own games (eng subtitles),4.8,"Instructor:
Luccas Schmigel",s31,281,All Levels,E£199.99,,,E£269.99
The Beginner's guide to Advanced C programming for Linux,"Learn C, improve your CV & stand out from the crowd when applying for developer positions. Become a better Linux admin.",4.7,"Instructor:
dr Jonas Birch, C programming ninja",10.5,36,All Levels,E£199.99,,,E£269.99
IELTS Complete Preparation for (Academic & General),"Are you taking the IELTS TEST? Then this is the only video course you need*we cover Reading,Writing,Listening & Speaking",4.6,"Instructor:
Christian C C",18.5,56,All Levels,E£749.99,,,E£999.99
Unreal Engine 5 - Learn to Create Professional Cinematics,"Learn the necessary UE5 tools needed to create high-end cutscenes and animations, even as a beginner game developer!",4.6,"Instructor:
Gavin Eisenbeisz",2.5,15,Beginner,E£479.99,,Bestseller,E£649.99
Learn and Master C Programming For Absolute Beginners!,"Become C code expert in Visual Studio on Windows! Learn about arrays, pointers, files, strings, dynamic memory and more!",4.0,"Instructor:
Mohammad El-Haj",s14,150,All Levels,E£199.99,,,E£269.99
Competitive Programming,Master the Theory and Application of Algorithms and Data Structures to Excel in Programming Contests,4.5,"Instructor:
Blanca Huergo",11.5,140,All Levels,E£449.99,,,E£619.99
Qt-QML Practical Examples,"Auto-Dashboard, Notepad, REST client.",4.0,"Instructor:
Gaurav Datir",s13,69,All Levels,E£529.99,,,E£719.99
Masterclass : Linked Lists - Exclusive from Zero to Hero,Let's Play with Linked Lists Programming.,4.6,"Instructor:
Atchyut Kumar",5.5,24,All Levels,E£199.99,,,E£269.99
The Complete C & C++ Programming Course - Mastering C & C++,Complete C & C++ Programming Course basic to advanced,4.0,"Instructor:
Sara Academy",4.5,52,Beginner,E£199.99,,New,E£849.99
Algorithms for Job Interviews and Competitive Programming,Quickly understand the most important Algorithms and learn how to use them to solve real Programming Problems.,4.5,"Instructor:
Florian Juengermann",1.5,15,Intermediate,E£199.99,,,E£269.99
Complete CMake Project Management [2023],"Learn CMake to manage your C/C++ project! As well as how to manage dependencies, unit tests, tools and more easily.",4.5,"Instructor:
Hristo Iliev",s3,71,Intermediate,E£199.99,,,E£999.99
Learn C++ loops basics in 2 hours,Understand and master the concept of Loops in minimum time with hands-on experience,5.0,"Instructor:
Sarah Naseem",s2,18,Intermediate,E£629.99,,,E£849.99
C++ Practice Tests: Complete Coverage of C++ Topics,86 hands-on Questions with very detailed Answers to prepare you for any C++ Exam,4.0,"Instructor:
Alex Franck",,,,E£629.99,,,E£849.99
C Programming Step by Step - Complete Tutorial For Beginners,"C language tutorial from basics with C operator,loop,array,pointer,function,parameter,string,recursion,structure,file.",4.5,"Instructor:
Shibaji Paul",17.5,152,All Levels,E£229.99,,,E£319.99
Linked List Data Structures and Algorithms for Interviews,Master Linked Lists algorithms for Programming Interviews,4.7,"Instructor:
Abhishek Kumar",5.5,24,All Levels,E£229.99,,,E£319.99
Become a Software Development Engineer,Master C++ Data Structures: From Basic Arrays to Advanced Algorithmic Techniques.,5.0,"Instructor:
Board Infinity",59.5,171,Intermediate,E£629.99,,,E£849.99
Programmers 8 in 1 Bundle,Learn most popular programming languages with easy to understand examples,4.0,"Instructor:
EDUmobile Academy",s17,159,All Levels,E£229.99,,,E£319.99
C Programming accelerator: Start your journey ->0 to 100%,Improve your Chances of Success with other Languages by 101% . Learn in less than 30 hours from a Friendly,3.7,"Instructor:
Vee Kay",25.5,147,All Levels,E£199.99,,,E£269.99
Data Structures in C++,"strings, arrays, linked-list, stacks, queues, recursion, trees, binary search trees, graphs, searching, sorting",5.0,"Instructor:
Raja Mehmood",14.5,14,All Levels,E£199.99,,,E£269.99
Advanced Kalman Filtering and Sensor Fusion,Theory and C++ Simulation Implementation for Autonomous Vehicles and Self Driving Cars!,4.6,"Instructor:
Steven Dumble",8.5,82,Intermediate,E£749.99,,Bestseller,E£999.99
Programming using C & Data Structures from Basic to Advanced,Learn C & Data Structures - Every module feature demonstrated with real-time examples,4.6,"Instructor:
Sandeep Soni",25.5,72,Beginner,E£199.99,,,E£269.99
C Programming - Learn Computer Programming With C Language,Discover your dreams and get into programming industry by learning C programming language,4.5,"Instructor:
Piroz Amin",10.5,101,All Levels,E£199.99,,,E£269.99
Cracking the C++ Coding Interview,Learn problem solving with data structures and algorithms for cracking interviews of top product based companies,4.6,"Instructor:
Pratik Singhal",s27,194,Beginner,E£199.99,,,E£269.99
Coding for Beginners: Learn to Build Logic and Write Code,Programming Fundamental Course for Beginners coders. Learn how to build logic and write code.,4.5,"Instructor:
Ihtesham Hussain",s3,16,Beginner,E£229.99,,,E£319.99
"Unreal Engine 5- Beginner Lighting, Fog, and Post Processing","I'll teach you the basics of lighting scenes in UE5, in this beginner friendly game development course!",4.5,"Instructor:
Gavin Eisenbeisz",2.5,19,Beginner,E£519.99,,Bestseller,E£679.99
Advance C Programming : Pointers (In Depth Hands On),"Mastering Pointer in C Programming with Array of Pointers,1D Arrays, 2D Arrays,Function pointers,Pointers to strings etc",4.6,"Instructor:
Up Degree",s11,89,Intermediate,E£199.99,,,E£269.99
Linked Lists with C,Build a library for working with Linked Lists using the C programming language,4.9,"Instructor:
Portfolio Courses",4.5,17,Intermediate,E£199.99,,,E£269.99
Complete course on Tree - Data Structures,Learn how to implement and how to solve problems on Binary Tree in the simplest way!,4.4,"Instructor:
Sujithkumar MA",s5,31,All Levels,E£199.99,,,E£269.99
Multithreading in Modern C++ | C++11 | C++14 | C++17| C++20,C++ Multithreading - Concurrency Parallel Programming - Ultimate Coding Interview Bootcamp -C++11 | C++14 | C++17| C++20,4.3,"Instructor:
Sonali Shrivastava",s9,54,All Levels,E£199.99,,,E£269.99
Advanced C Programming: Pointers,"Master pointers, addresses and memory allocation in C",4.5,"Instructor:
Huw Collingbourne",s4,65,Intermediate,E£199.99,,,E£269.99
Cross-Platform Application Development with OpenCV 4 and Qt5,Develop and deploy apps for mobile and desktop using OpenCV and Qt,4.2,"Instructor:
Packt Publishing",8.5,35,Intermediate,E£229.99,,,E£319.99
Unreal Engine: Character UI,"Learn to create an interactive and editable Character UI like in God of War, Final Fantasy, The Witcher, or Madden!",4.6,"Instructor:
Greg Wondra",14.5,80,All Levels,E£749.99,,,E£999.99
"Deep Dive into Deep Learning 2023 - 24 : C++,Chat GPT & more","Learn currently the most advance technology right now A.I , with combinations of C++,GEN AI ,Chat GPT and lots of things",5.0,"Instructor:
Vijay Veer Singh",31.5,211,Beginner,E£199.99,,New,E£849.99
Genius in C++ Programming in 12 days - Basic to Advanced,Hands-on sessions - Features of C++11 | C++14 | C++17| C++20 and STL- Interview Perspective -Both Academics and Industry,4.4,"Instructor:
Sonali Shrivastava",33.5,85,All Levels,E£629.99,,,E£849.99
Part B - Networking Projects - Implement TCP/IP Stack in C,"C/C++ Linux Project, Network Socket Programming, Build TCP/IP Stack, Final Year Project, System Programming in C",4.9,"Instructors:
Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta",s8,101,Intermediate,E£199.99,,,E£269.99
"C/C++ Programming, Algorithms & Data Structures Masterclass",Master Fundamental to Advanced Algorithms for Real-World Applications and Interviews: Your Ultimate Programming Journey,4.6,"Instructor:
Daniel-Nicolae Dima",9.5,56,All Levels,E£579.99,,new,E£779.99
Arabic language | The comprehensive course - Learn modern,"So you are already learning Arabic or willing to ? Perfect , This is where i'm going to boost your Arabic skills ;)",4.7,"Instructor:
Fadi G. C.",22.5,177,All Levels,E£749.99,,,E£999.99
Introduction to C++ Programming for Absolute Beginners,Building a Strong Foundation in C++ Syntax and Concepts,4.4,"Instructor:
247 Learning",4.5,45,Beginner,E£629.99,,,E£849.99
Qt 5: Application Development with Qt 5: 2 in 1,One stop guide to GUI application development using Qt with ease!,4.2,"Instructor:
Packt Publishing",s7,59,Beginner,E£229.99,,,E£319.99
Unreal Engine 5 - Realistic Environment Design for Beginners,"Learn video game level design in UE5 by creating an entire playable island step by step, even as a complete beginner!",4.3,"Instructor:
Gavin Eisenbeisz",4.5,19,Beginner,E£629.99,,,E£849.99
C Programming from Scratch,Master the Basics,4.3,"Instructor:
Ashish Sharma",s2,17,All Levels,E£199.99,,,E£269.99
Make Hitman Game in Unreal Engine 5.3 C++ (Beginner to Pro),Master Unreal Engine: Create Your Hitman-Style Game,5.0,"Instructor:
Mr. Singh",w17,38,Intermediate,E£629.99,,New,E£849.99
CAPM Certification 2023&2024: Updated CAPM Exam Prep_37 PDUs,CAPM Exam Prep Training: CAPM Exam COMPLETE Training Based On the New CAPM ECO (Perfect for 2023 & 2024 CAPM exams.),4.6,"Instructor:
Sabri C. PMP | 120,000+ Enrollments Worldwide",38.5,317,All Levels,E£199.99,,New,E£999.99
Easy SDL2 Games in C++,Create simple video games using the Simple Directmedia Layer 2,3.2,"Instructor:
Dion Jackson",20.5,109,Beginner,E£199.99,,,E£269.99
"Beyond Arduino, Part 4: C for Embedded Applications","Learn how to write better code for your embedded hardware or IoT projects like professionals, not beginners, do.",4.4,"Instructors:
Eduardo Corpeño, Marissa Siliezar",s6,128,Intermediate,E£229.99,,,E£319.99
Learn Raylib: C++ fast and easy graphics library,Raylib for graphics and game developments which implements OpenGL by using C++.,3.8,"Instructor:
Mohammed Khalid",s11,58,Intermediate,E£199.99,,,E£269.99
C Programming For Beginners,"Learn C in ten easy steps on Windows, Mac OS X or Linux",4.1,"Instructor:
Huw Collingbourne",s8,76,All Levels,E£199.99,,,E£269.99
Taming Regular Expressions (REGEX) - Complete Guide to Regex,"Regular Expression (Regex) examples in Python, JavaScript, Rust, Java, C#, C++, Swift, Google Sheets, Kotlin and Ruby",4.6,"Instructor:
Paul Ogier",s8,81,All Levels,E£229.99,,Bestseller,E£319.99
Unreal Engine 5 Beginner Blueprints: Make your first game!,Become a game developer in 6 hours by creating an entire puzzle platformer in UE5 without a single line of code!,4.3,"Instructor:
Gavin Eisenbeisz",6.5,38,Beginner,E£549.99,,,E£729.99
IELTS SPEAKING PART 3 (How To Achieve A Band 7+ in 3 hours),Pass Your Test The First Time,5.0,"Instructor:
Christian C C",3.5,6,Intermediate,E£199.99,,,E£269.99
C Programming Tutorial for Absolute Beginners with Examples,If you’re ready to buckle down and learn C Programming here’s where you should start.,3.8,"Instructor:
Yogesh Patel",5.5,43,All Levels,E£199.99,,,E£269.99
C++ Programming- Practice Tests & Interview Questions,Master C++ Programming: Sharpen Your Skills with Practice Tests & Interview Questions,5.0,"Instructor:
Ganesh Kadam",,,,E£579.99,,,E£779.99
Snowpark : Data engineering with Snowflake.,Learn fundamentals of Snowflake-snowpark API.,4.4,"Instructor:
Pradeep H C",s6,64,All Levels,E£199.99,,,E£269.99
Mastering Leetcode In C++ - Top 100 Most Asked Problems,Mastering Leetcode In C++ - Step By Step,4.8,"Instructor:
Pratik Singhal",17.5,100,Beginner,E£629.99,,,E£849.99
Socket Programming In C++ (Windows),Learn Socket Programming in C++ Windows in easy steps.,4.2,"Instructor:
Vikash Shakya",s5,31,Beginner,E£199.99,,,E£269.99
IELTS Speaking Part 2 ( Achieve Band 7+ in under 2 hours ),Pass Your Test The First Time ( Academic & General ),4.7,"Instructor:
Christian C C",s2,5,Intermediate,E£199.99,,,E£269.99
Java Native Interface (JNI) in depth,Gain an in-depth understanding of how to accomplish mixed Java/C++ software development,4.4,"Instructor:
Meisam Bahadori",38.5,96,All Levels,E£529.99,,,E£719.99
Honouree's Unreal Engine Quick Start,Learn Unreal Engine Game Development,4.6,"Instructor:
Genesis Emmanuel Gonzales",2.5,18,All Levels,E£199.99,,,E£269.99
Part B - Network Protocol Development in C ( from Scratch ),"Network Coding Project for Network Core Developers, Linux, System Programming, Operating systems, Projects in C/C++",4.8,"Instructors:
Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta",s8,59,Intermediate,E£199.99,,,E£269.99
Learn C programming from Scratch,A must learn programming language for beginners.,3.7,"Instructor:
Rajarshi Das",3.5,23,Beginner,E£199.99,,,E£269.99
Missile and Rocket Simulations in C++,Your Virtual Test Range,4.3,"Instructor:
Peter H Zipfel",s13,17,Expert,E£549.99,,,E£749.99
Interview Oriented Data Structure Arrays & Linked List C|C++,Interview Oriented Data Structure Arrays & Linked List C|C++ - Frequently Asked Questions with Solution for GATE & FAANG,4.6,"Instructor:
Sonali Shrivastava",16.5,69,All Levels,E£199.99,,,E£269.99
C Programming: Become A Pro! Think Like a Programmer!,Become a Powerful Programmer | Waste No Time | Solve A LOT Of Exercises ( 11+ hrs) | Succeed in your exams!,4.6,"Instructor:
Ali Badran",18.5,174,All Levels,E£629.99,,,E£849.99
C++ Certification Exam Preparation: 6 Practice Tests,6 Practice Tests with Brief Explanation for any C++ Certification,4.3,"Instructor:
Aaditya Tiwari",,,,E£629.99,,,E£849.99
Mastering C++: Putting Your Knowledge to the Test,Challenging C++ Practice Tests to Enhance Your Problem-Solving Abilities,4.8,"Instructor:
ProTech Ed",,,,E£629.99,,,E£849.99
Turkish Language Course for Beginners - A1,Learn Turkish from a Native & Experienced Turkish Teacher ( 50 top quality video lessons ),4.7,"Instructor:
A. C. YILMAZ",9.5,50,Beginner,E£549.99,,,E£749.99
Full Scratch 3.0 Programming Course: Beginner to Advanced,"Use Scratch 3.0 to learn universal programming concepts, create games, design apps, make models, and more!",4.4,"Instructor:
Nate C",10.5,25,All Levels,E£619.99,,Bestseller,E£819.99
Turn Based Puzzle Game in Unreal With Blueprints & C++,let's start make a Turn Based Puzzle Game like Hitman and Lara Croft Go inside Unreal With Blueprints & C++,4.2,"Instructor:
Osama Sedik Ahmed",s16,89,Intermediate,E£199.99,,,E£269.99
x86/x64 Assembly Language for Cybersecurity Maniacs,"50+ Educational Code Samples, x86/x64 Instructions, MMX, SSE, AVX-512, C++/Asm & .NET/Asm Hybrid Apps",3.8,"Instructor:
Dawid Farbaniec",3.5,82,All Levels,E£199.99,,,E£269.99
Linux Timers Implementation & Design in C,"Data Structure & Algorithm to Schedule future events, Linux System Programming, Operating systems, C/C++ programming",4.7,"Instructors:
Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta",s4,41,Beginner,E£199.99,,,E£269.99
Snowflake cloud database with ELT(Airflow+Python+Talend),Learn to integrate ETL tools with Snowflake and leverage Airflow for ELT with snowflake.Process 250+ GB data.ELT flow.,4.5,"Instructor:
Pradeep H C",s9,103,All Levels,E£749.99,,,E£999.99
Unreal Engine: Intro to Game Design,"Like ""Fortnite?"" Master the tools used to build it as we build a simple shooting gallery game using the Unreal Engine!",4.7,"Instructor:
Greg Wondra",13.5,94,All Levels,E£229.99,,,E£319.99
Unreal Engine: Open World Landscapes,"Master Unreal Engine's Landscape editing tools to create massive environments like in ""Breath of the Wild""",4.8,"Instructor:
Greg Wondra",s16,113,Beginner,E£629.99,,,E£849.99
IoT with Raspberry PI Pico W (C++),MQTT using FreeRTOS coreMQTT-Agent Library.,4.6,"Instructor:
Dr Jon Durrant",3.5,47,Intermediate,Free,,,E£749.99
"SaaS Metrics Fundamentals for Managers, Founders & Investors","The Most Comprehensive Course on SaaS Metrics: Bookings, ARR, Churn, Retention, LTV, CAC, Unit Economics and Dashboard",4.6,"Instructor:
Jimmy C",2.5,24,Beginner,E£749.99,,Bestseller,E£999.99
C++ for beginners: Master the Basics of Building a program,C++ Kickstart: Master the Basics and Build Your First Programs,4.4,"Instructor:
Digital Learning Academy",5.5,69,Beginner,E£629.99,,,E£849.99
"""Anatomy of Yoga"" 1: Teacher Training Workshop Series","The Language of Movement, Exercise Physiology, Upper and Lower Extremity and Trunk",4.9,"Instructor:
Laura Goellner E-RYT, C-IAYT",s10,52,Intermediate,E£749.99,,,E£999.99
Unreal Engine 4 Game Develop: Battle Royale with Blueprint,This course will create a Battle Royale type shooter based on a PUBG game.,4.9,"Instructor:
Bigcat NIU",s36,217,All Levels,E£529.99,,,E£719.99
C++ Programming for Beginners,"Become a C++ programmer from scratch. Learn C++ Objects, Operators, Expressions, Functions, Inheritance, Best Practices.",0.0,"Instructor:
Uplatz Training",10.5,15,All Levels,E£199.99,,,E£269.99
Reverse Engineering & Malware Analysis in 21 Hours | REMAC+,"Master Reverse Engineering, Malware Analysis, Linux, Cyber Security, Ghidra, Game Hacking, IDA Pro, IDA Free, C++ and C!",4.0,"Instructor:
OCSALY Academy | 280.000+ Students",s21,158,All Levels,Free,,,E£579.99
Complete course in AutoCAD Architecture,Using AutoCAD Architecture 2022,3.3,"Instructor:
C. Thi Team",27.5,200,All Levels,E£629.99,,,E£849.99
IELTS Academic Task 1 Writing,Learn one easy structure which you can use for almost all question types.,4.3,"Instructor:
Christian C C",2.5,8,All Levels,E£199.99,,,E£269.99
Learn C++ in 6 hours,"Learn Data abstraction, Inheritance, Polymorphism and more",5.0,"Instructor:
Prabhu Missier",5.5,33,All Levels,E£199.99,,,E£269.99
AWS Cost Management Tools (Cost Explorer) Crash Course,"Learn everything about AWS Cost Explorer, Cloud Financial Management and Reserved Instance/Savings Plan",4.5,"Instructor:
Jimmy C",s2,28,All Levels,E£199.99,,,E£269.99
Raspberry PI PICO Micro Projects (C++),"LEDs, Switches, Rotary Encoders, WS2812B LED Ring and HC-SR501 PIR Module",4.0,"Instructor:
Dr Jon Durrant",s3,53,Beginner,E£199.99,,,E£269.99
C++ Certification Preparation: 4 Practice Tests,Four C++ Certification Preparation Tests with Detailed Explanations,4.5,"Instructor:
Sumit Pant",,,,E£629.99,,,E£849.99
C Programming from Scratch to Master,Let us Master it,4.0,"Instructor:
SACHIN NANDHA SABARISH J",33.5,34,Expert,E£199.99,,,E£269.99
IELTS Speaking Part 1 (How To Achieve Band 7+ in 2.5 Hours),Pass Your Test The First Time,5.0,"Instructor:
Christian C C",2.5,6,All Levels,E£229.99,,,E£319.99
Develop 3D hyper-casual mobile games with Unity and C# 2024,The ultimate course to learn how to create amazing Casual & Hyper Casual mobile games with Unity & C# from A to Z,4.6,"Instructors:
Anthony Cardinale | C#, Unity, Blender, Unreal, IA, Claire | Hyper-casual game development with Unity",s24,92,All Levels,E£629.99,,,E£849.99
4 Comprehensive Practice Tests for any C++ Certification,Four Practice Tests with Concise Explanations for any C++ Certification,4.5,"Instructor:
Sumit Pant",,,,E£629.99,,,E£849.99
Introduction To Generic Programming in C++,Become a confident and knowledgeable Generic Programmer with practical hands-on beginners guide step by step course,0.0,"Instructor:
Manish Mehta",1.5,10,All Levels,E£229.99,,,E£319.99
QT C++ & WebAssembly: The Ultimate App Development Course,Transform Your Ideas into Reality: Build Real-World Applications with C++ Qt and WebAssembly,3.7,"Instructor:
Ebrahim Saith",3.5,16,All Levels,E£199.99,,,E£269.99
C++ Complete Challenger: 4 Comprehensive Practice Tests,Build a Solid Foundation in C++ through Practice,4.7,"Instructor:
ProTech Ed",,,,E£629.99,,,E£849.99
Fundamentals of Programming,"Learn the Basics of Programming in 9 languages simultaneously: Java, Python, Go, C++, PHP, Ruby, C#, JavaScript & C",4.0,"Instructor:
Jose Javier Villena",3.5,35,Beginner,E£519.99,,,E£679.99
General IELTS Writing Task 1 ( Formal & Informal Letter ),Follow my simple structure and tips for a high IELTS score.,5.0,"Instructor:
Christian C C",,5,All Levels,E£199.99,,,E£269.99
Microsoft Project: MS Project 2019 2016 2013 Complete_8 PDUs,Microsoft Project: Learn project management by using MS Project! Creation and management of a real project plan - 8 pdus,4.4,"Instructor:
Sabri C. PMP | 120,000+ Enrollments Worldwide",8.5,71,All Levels,E£199.99,,Bestseller,E£999.99
The Ultimate C++ Advanced Programming Course | 2022,An Introduction to Object Oriented Programming (OOP),4.4,"Instructor:
Alaaeldin Mohamed",7.5,14,Intermediate,E£199.99,,,E£269.99
C++ Programming- Practice Tests & Interview Questions,Level Up Your C++ Skills with Expertly Crafted Practice Tests and Interview Questions.,4.5,"Instructor:
Bikram Ghosh",,,,E£199.99,,,E£269.99
The Complete C Course,Learn C in this course and become a Computer Programmer. Obtain valuable C skills and problem solving strategy,3.9,"Instructor:
Shubham Panchal",s39,308,Beginner,E£199.99,,,E£269.99
Learn C++ From Scratch on CodeBlocks Platform,C++,0.0,"Instructor:
Shubham Garg",1.5,5,Beginner,E£199.99,,,E£269.99
CPP C++ Certified Professional Programmer Exam Prep,Feel confident and Get CPP C++ Certified Professional Programmer Certification on first try,3.0,"Instructor:
AFAAQ Consulting",,,,E£199.99,,,E£269.99
"Learn EOS Blockchain Smart Contracts & DApps with C++, EOSJS",Learn how to develop and deploy Smart Contracts and dApps on EOS. Blockchain tutorial from beginning to advanced..,3.8,"Instructor:
Abdul Moiz",5.5,32,All Levels,E£199.99,,,E£269.99
4 Practice Tests for C++ Certification Preparation,Four Practice Tests with Brief Explanations for C++ Certification,4.8,"Instructor:
Sumit Pant",,,,E£629.99,,,E£849.99
PMP Certification: PMP Exam Recap - Get your PMP! / 18 PDUs,PMP Exam Prep: Repeat everything you should know for the PMP Exam with this PMP CRAM session! Based on new ECO 2021...,4.7,"Instructor:
Sabri C. PMP | 120,000+ Enrollments Worldwide",18.5,242,All Levels,E£199.99,,new,E£269.99
Master C++ with practicals in Arduino/CNN,C++ for Beginners: Create Real-World Projects with Arduino and CNN,4.0,"Instructor:
okeke maryclare",w1,12,Beginner,E£579.99,,,E£779.99
Turkish Language Course - B1,Learn Turkish from a Native & Experienced Turkish Teacher ( 26 top quality video lessons ),4.9,"Instructor:
A. C. YILMAZ",5.5,26,Intermediate,E£619.99,,,E£819.99
C Programming Made easy for Beginners -Step by Step Approach,"Solve Online Coding Challenges along with Fundamentals , Arrays, Functions, Recursion, Pointers, Structures and Files.",4.4,"Instructor:
Himayatullah Sharief",s23,157,All Levels,E£199.99,,,E£269.99
C# Studies | Basic C# Programming with Visual Studio 2019,Take your first step into the world of programming with this beginner course on C#. Become a programmer today!,4.8,"Instructor:
C# Tut",1.5,15,Beginner,E£199.99,,,E£269.99
Ancient Secrets of Mind & Energy,Metaphysical Education; Unfolding Your True Nature,4.9,"Instructor:
Siobhan C.",3.5,8,All Levels,E£199.99,,,E£599.99
"""Anatomy of Yoga""3: Teacher Training Workshop Series","Anatomy On the Mat: Sequencing Asana, Breath Work and Meditation Techniques for Anatomy Informed Class Planning",4.9,"Instructor:
Laura Goellner E-RYT, C-IAYT",s13,74,Intermediate,E£199.99,,,E£999.99
Basic Computer Complete Guide for Beginners 2023,"Basic computer course, Basic computer, Programming Language, JAVA, C, C++, Basic Window XP & Vista, Basic Window 10 &11",4.8,"Instructor:
Samreen Nisa Qureshi",s1,29,Beginner,E£199.99,,New,E£779.99
Learn Modern OpenGL Programming,Create Your Own 3d Graphics with OpenGL and C++,3.8,"Instructors:
Game Institute Inc., Steve Jones",10.5,13,Intermediate,E£199.99,,,E£719.99
Unreal Engine Cinematic Creator for Video Game Design,Use Sequencer to Create Cinematic Cut Scenes & Gameplay Moments for Video Games in Unreal Engine 4.,4.6,"Instructors:
Rick Davidson, GameDev.tv Team",5.5,41,Beginner,E£199.99,,,E£269.99
Learn Stage Analysis - Stock Trading & Investing Method,Introduction to Trading & Investing in Stocks With the Stage Analysis Method – Made Famous by Stan Weinstein’s Book,4.6,"Instructor:
David C",3.5,9,All Levels,E£449.99,,,E£599.99
C++ Mastery Evaluation: 4 Intensive Exams,Unlock Your C++ Potential with 4 Practical Tests,4.8,"Instructor:
ProTech Ed",,,,E£629.99,,,E£849.99
Learn C Language,C For Beginner's,3.2,"Instructor:
Amrit Kumar",s25,132,Expert,E£229.99,,,E£319.99
Real Estate Development Introduction - Process & Principles,Learn the Lifecycle of a Real Estate Development and Investment Project,4.7,"Instructor:
C. R. Hamill",5.5,10,Beginner,E£199.99,,,E£269.99
Understand asynchronous programming with .NET and C#,"Master the Thread API, the evolution to TPL with async and await, the use of parallel programming and Thread safety",4.0,"Instructor:
Timo | C# Development | .NET | DevOps",3.5,50,Intermediate,E£419.99,,,E£579.99
Learning Blockchain Development with EOS and C++,Explore the EOS dApp ecosystem and learn how to write and deploy smart contracts to the EOSIO blockchain,3.8,"Instructor:
Jackson Kelley",s7,69,Beginner,E£449.99,,,E£599.99
"""Anatomy of Yoga"" 2: Teacher Training Workshop Series",Injury Prevention and How Yoga interacts with the Body's Organ Systems,4.9,"Instructor:
Laura Goellner E-RYT, C-IAYT",10.5,41,Intermediate,E£749.99,,,E£999.99
4 Latest Practice Tests for any C++ Certification,4 Latest Comprehensive Practice Tests for any C++ Certification with Detailed Explanations,4.6,"Instructor:
Sumit Pant",,,,E£629.99,,,E£849.99
Learn FIVE (5) Computer Programming Languages in ONE COURSE,"Learn All Computer Programming Languages with Examples, Exercises, Assignments etc. (Python, JS, C#, PHP, C++)",3.4,"Instructors:
Faisal Zamir, Jafri Code",s6,67,All Levels,E£199.99,,,E£269.99
Turkish Language Course - A2,Learn Turkish from a Native & Experienced Turkish Teacher ( 37 top quality video lessons ),5.0,"Instructor:
A. C. YILMAZ",7.5,37,Intermediate,E£199.99,,,E£779.99
"ATOLL PRO: Aquaculture, Aquaponics, Zebrafish, and more",Get started growing healthy food by learning about aquaculture and aquaponics.,3.8,"Instructors:
Barbara Payne McLain, TETSUZAN RON, Tim Miller-Morgan, Allen C. Riggs, Paul Bienfang, Kelly Davidson, Shai Shafir, Glenn Martinez",14.5,85,All Levels,E£549.99,,,E£729.99
Android Development NDK - Beginner's guide,"Android Development NDK: C++ , FFMPEG , google oboe",3.6,"Instructor:
The Apps Firm",s2,19,Beginner,E£199.99,,,E£269.99
Exclusive : Pointers and Structures with simple Examples,Learn Pointers and Structures very easy way.,4.7,"Instructor:
Atchyut Kumar",s2,19,All Levels,E£199.99,,,E£269.99
Introduction to Object Oriented Programming,C++ Programming Language,4.0,"Instructor:
Kainjan Sanghavi",s2,10,Beginner,E£199.99,,,E£269.99
Full IELTS Writing: Task 2 *Made Easy For You To Understand,Everything You Need To Know in 2 Hours (Pass Your Test The First Time),5.0,"Instructor:
Christian C C",2.5,5,Intermediate,E£199.99,,,E£269.99
Understanding Computer Programming Concepts For Beginners,"Absolute beginners guide to understand basic concepts of computer programming from scratch in C, C++, C#, Python & Java",3.5,"Instructors:
Emenwa Global, Zoolord Academy",1.5,17,All Levels,E£199.99,,,E£269.99
Your Official Breakdance Fundamentals Course,Toprock - Footwork - Freezes - Powermoves (Master the Basics in 30 Days or Learn at Your Own Pace!),4.5,"Instructor:
Henrae C",8.5,107,Beginner,Free,,,E£319.99
