Course Name,Description,Rate,Instructor,Total Hours,lectures,Level,Price,Number Of Rated Users,Bestseller,Original Price
"C_S4CFI_2308 : SAP S/4HANA Cloud, public edition - Finance","C_S4CFI_2308 : SAP S/4HANA Cloud, public edition - Finance",3.3,"Instructor:
Ritesh Agrawal",,,,E£579.99,,,E£779.99
A Complete Introduction to the C++ Programming Language,Learn the C++ programming language with a step-by-step introduction of all the important concepts and language features.,4.2,"Instructor:
Dmitri Nesteruk",s3,67,All Levels,E£199.99,,,E£269.99
Learn Advanced C++ Programming,"Discover intermediate to advanced C++, including C++ 11's fantastic additions to the C++ standard.",4.5,"Instructor:
John Purcell",s15,105,Intermediate,E£749.99,,,E£999.99
C++ Programming - The Complete Course,Learn C++ from scratch and then discover advanced C++ Programming!,4.2,"Instructor:
TELCOMA Global",s6,45,All Levels,E£199.99,,,E£269.99
Demystifying OOP with C++,This course stands apart because we show you the How and Why.,4.1,"Instructors:
Bhalchandra Gholkar, Daryl Newell",13.5,138,All Levels,E£749.99,,New,E£999.99
Master Fundamentals of Programming for Beginners,Learn Fundamental programming languages with easy to understand examples,4.2,"Instructor:
EDUmobile Academy",s13,120,All Levels,E£199.99,,,E£269.99
Programmers 8 in 1 Bundle,Learn most popular programming languages with easy to understand examples,4.0,"Instructor:
EDUmobile Academy",s17,159,All Levels,E£229.99,,,E£319.99
Advanced C++ Programming Training Course,Take your C++ Programming Training Course Will Take Your Skills To The Next Level.,4.5,"Instructor:
Infinite Skills",6.5,81,All Levels,E£199.99,,,E£269.99
C Programming : A Comprehensive Theory Course,Ultimate C Programming Resource: Illustrated Examples and Slide-based Tutorials for Beginners and Advanced Learners,4.7,"Instructor:
Selfcode Academy",s7,43,Beginner,E£629.99,,,E£849.99
C++ Programming- Beginner to Expert 2022,Designed for people who don't have any knowledge about the programming and want to program in C++,4.5,"Instructor:
Happy Learnings",5.5,43,Expert,E£199.99,,,E£269.99
C Programming for Beginners,Beginner to PRO in C!,5.0,"Instructor:
ATMASUTRA INSTITUTE OF CAREER DEVELOPMENT AND TRAINING (AICDT)",2.5,37,Beginner,E£579.99,,New,E£779.99
The Complete C & C++ Programming Course - Mastering C & C++,Complete C & C++ Programming Course basic to advanced,4.0,"Instructor:
Sara Academy",4.5,52,Beginner,E£199.99,,New,E£849.99
The Finite Element Method (FEM/FEA),From Novice to Pro: FEA Proficiency Unleashed,4.8,"Instructor:
Engineer Renato C.",s34,153,All Levels,E£549.99,,Bestseller,E£749.99
C++ Intermediate to Advanced Course with Project,Learn C++ Intermediate to Advance topics with 1 project.,3.8,"Instructor:
Edcorner Learning",12.5,45,Expert,E£199.99,,,E£269.99
C_ABAPD_2309: Back-End Developer - ABAP Cloud,C_ABAPD_2309: SAP Certified Associate - Back-End Developer - ABAP Cloud (NEW Certification),3.5,"Instructor:
SAP DEV 101",,,,E£199.99,,NEW,E£779.99
Advanced C++ Programming for High Performance Applications,Up your C++ game,2.9,"Instructor:
Aditya K",s3,12,Intermediate,E£199.99,,,E£269.99
Dynamic Link Libraries (Windows Programming With C/C++),"Learn all about the DLLs in this course. Explained the Load Time, Run time and delay Linking!!",4.5,"Instructor:
Vikash Shakya",s3,16,Expert,E£199.99,,,E£269.99
The GNU Make and C++ Programmer's Primer,"Creating Makefiles, Applications, and Libraries using the GNU Tool Set",4.3,"Instructor:
Randall Nagy",s1,11,Beginner,E£199.99,,,E£269.99
C++ 20 (2a) New Features,Get up to date with what's new in C++,3.8,"Instructor:
Packt Publishing",2.5,40,Beginner,E£229.99,,New,E£319.99
C_TS422_2021 : SAP Production Planning and Manufacturing,C_TS422_2021 : SAP Production Planning and Manufacturing,4.7,"Instructor:
Ritesh Agrawal",,,,E£579.99,,,E£779.99
Texas Instruments MSP430 : Architecture and Programming,MSP430 Application development,3.6,"Instructor:
Manisha Satone",7.5,41,Beginner,E£199.99,,,E£269.99
C_THINK1_02 SAP Certified Design Thinking Certification Exam,100% Pass Guarantee: Latest Practice Test Questions of SAP Certified Associate - Design Thinking C_THINK1_02,3.1,"Instructor:
Rafael Delfino",,,,E£229.99,,,
Complete CMake Project Management [2023],"Learn CMake to manage your C/C++ project! As well as how to manage dependencies, unit tests, tools and more easily.",4.5,"Instructor:
Hristo Iliev",s3,71,Intermediate,E£749.99,,,E£999.99
C_CPE_15 BTP Extensions with SAP CAP: Your Pathway to Succes,C_CPE_15 BTP Your Gateway to Mastery in SAP Business Technology Platform (BTP),2.9,"Instructor:
POORNA N",,,,E£579.99,,New,E£779.99
C++ For Absolute Beginners : The Starter Guide,Learn professional C++ development from ground up with no prior programming experience,3.7,"Instructors:
Eduonix Learning Solutions, Eduonix-Tech .",s4,41,Beginner,E£229.99,,,E£319.99
Learn and Understand C++,"Take this course to learn C++ which you can use for ethical hacking, game development, and most software you use daily!",3.6,"Instructors:
Ermin Kreponic, Aldin Omerdic",s14,76,Beginner,E£229.99,,new,E£319.99
C_C4H410_04 - SAP Sales Cloud 2011 | Exam Questions,140+ Exam Questions to Prepare for the Certification Exam SAP Certified Application Associate – SAP Sales Cloud 2011,4.2,"Instructor:
Cert PREP",,,,E£529.99,,,E£719.99
SAP Basis Administration for S/4 HANA - C_TADM_21,"Build a career in SAP World - Learn What to Expect, How to be Prepared, How to Stand Out and Much More...",4.0,"Instructor:
Sid Sriram",12.5,36,All Levels,E£549.99,,,E£729.99
SAP EWM Certification Assessment - C_S4EWM_2020,Latest Practice Questions for SAP EWM (Extended Warehouse Management) - C_S4EWM_2020,3.6,"Instructor:
Studyuuu SAP MM/EWM",,,,E£199.99,,,E£269.99
C_TS4FI_2021 | SAP Financial Accounting Associates Exam,Comprehensive Course For SAP S/4HANA for Financial Accounting Associates (SAP S/4HANA 2021),3.1,"Instructor:
Ramesh Vairavan",,,,E£529.99,,,E£719.99
Arduino Step by Step More than 50 Hours Complete Course,"C Programming, Arduino, PIC Microcontroller, PCB Design, Wed Design for IOT, PID Controller Everything Included",4.5,"Instructor:
Roshan Premarathne",52.5,367,All Levels,E£549.99,,,E£749.99
C++ Programming 2022- Beginner to Expert,C++ Programming with real time examples,3.9,"Instructor:
Happy Learnings",5.5,45,Expert,E£199.99,,,E£269.99
Build Your Own RealTime OS (RTOS) From Ground Up™ on ARM 1,Build Your Own RealTime Operating Systems from first principles . Practice on STM32 and TIVA C boards,4.6,"Instructors:
Israel Gbati, BHM Engineering Academy",9.5,79,Intermediate,E£629.99,,,E£849.99
Build Your Own RealTime OS (RTOS) From Ground Up™ on ARM 1,Build Your Own RealTime Operating Systems from first principles . Practice on STM32 and TIVA C boards,4.6,"Instructors:
Israel Gbati, BHM Engineering Academy",9.5,79,Intermediate,E£629.99,,,E£849.99
C++ Tutorial for Absolute Beginners . Become An Expert,If you’re ready to buckle down and learn C++ Programming here’s where you should start.,3.6,"Instructor:
Yogesh Patel",9.5,70,All Levels,E£229.99,,,E£319.99
DUMPS SAP Certification C_S4CPR 2308 Sourcing & Procurement,Be a Purchasing and Supply Specialist with SAP C_S4CPR_2308 Certification,5.0,"Instructor:
SAP Master Treinamentos",,,,E£579.99,,New,E£779.99
Interview Oriented Data Structure Arrays & Linked List C|C++,Interview Oriented Data Structure Arrays & Linked List C|C++ - Frequently Asked Questions with Solution for GATE & FAANG,4.6,"Instructor:
Sonali Shrivastava",16.5,69,All Levels,E£199.99,,,E£269.99
Master Embedded C Interview: 500+ Most Asked Questions: 2023,Crack Embedded C Interview with confidence: 500+ Questions [Code+ Conceptual + Descriptive] with Detailed explanations,5.0,"Instructor:
DataVeta Academy",,,,E£199.99,,New,E£849.99
C++ Programming - Beginners to Beyond,Learn C++ basics and advanced concepts. Take your C++ programming to the next level.,3.4,"Instructor:
Smart Coders Hub",s14,48,All Levels,E£199.99,,,E£269.99
Tekla Structures shop drawing R.C.C Building,Shop drawing and modeling R.C.C building in TEKLA,4.7,"Instructor:
Ahmad Traboulsi",s3,20,All Levels,E£199.99,,,E£269.99
Master C++ Pointers and Smart Pointers,"pointers, shared_ptr, unique_ptr and weak_ptr in C++",3.9,"Instructor:
Abhishek Kumar",1.5,16,Intermediate,E£199.99,,,E£269.99
C_SACS_2316 SAP Analytics Cloud Story Design Test for Succes,Embark on a Journey of Data Discovery and Storytelling Excellence with C_SACS_2316,3.1,"Instructor:
POORNA N",,,,E£579.99,,,E£779.99
Become A C Programming Expert,This course Will provide you how to code in C programming from zero,0.0,"Instructor:
Hank Cliff",,13,Beginner,E£199.99,,,E£269.99
Object Oriented Programming in C++ & Interview Preparation,"Classroom like learning, Detailed Explanation of Question",4.4,"Instructor:
Codaming - VeDinesh Academy",s2,21,All Levels,E£199.99,,,E£269.99
ARM BareMetal Scheduler(RTOS functionality)and device driver,"Code a funtional system with Linker Script, Assembly and C language using opensource tools for ARM STM32 microcontroller",3.9,"Instructor:
Malay Das",3.5,55,Beginner,E£419.99,,,E£579.99
SAP C_TADM70_22 PRACTICE TEST - With Explanations!,"LEARN, PASS & Be an SAP Certified OS/DB Migration Technology Associate.",4.4,"Instructor:
Alex Joseph",,,,E£199.99,,,E£269.99
C_S4CWM_2022 SAP EWM Practice Exam Papers - 400 Questions,SAP Certified Application Associate - Extended Warehouse Management with SAP S/4HANA C_S4CWM_2202,3.8,"Instructor:
Sanjay Mukerjee",,,,E£199.99,,,E£269.99
C For Embedded Systems,Getting more advanced topics in C language that are more suitable for programming the embedded systems.,4.4,"Instructor:
Mohamed Abdallah",4.5,39,Intermediate,E£579.99,,new,E£779.99
SAP Certified - SAP HANA 2.0 SPS06 - C_HANATEC_18,C_HANATEC_18 - SAP HANA 2.0 SPS06,4.1,"Instructor:
SAP Basis",,,,E£199.99,,,E£269.99
"C_S4CS_2308 : SAP S/4HANA Cloud, public edition - Sales","C_S4CS_2308 : SAP S/4HANA Cloud, public edition - Sales",3.2,"Instructor:
Ritesh Agrawal",,,,E£579.99,,,E£779.99
SAP Exam C_CPI_14 100% Pass - SAP Integration Suite,SAP Certified Development Associate - SAP Integration Suite - Exam C_CPI_14,4.0,"Instructor:
Neshet Lluka",,,,E£199.99,,,E£269.99
reverse engineering and exploit development in linux(x64),"computer architecture, file structure, assembly and c programming language, reverse engineering and exploit development",4.8,"Instructor:
mohamad gharishvandi",16.5,136,All Levels,E£199.99,,,E£269.99
PREPARE TO CRACK INTERVIEW IN C++(0-5Yrs Experience),Basics to advanced concepts with explanation includes C++11/14/17! Grow your knowledge in C/C++ to next level.,4.1,"Instructor:
Subrata Kumar Swain",,,,E£199.99,,,E£269.99
Understand asynchronous programming with .NET and C#,"Master the Thread API, the evolution to TPL with async and await, the use of parallel programming and Thread safety",4.0,"Instructor:
Timo | C# Development | .NET | DevOps",3.5,50,Intermediate,E£419.99,,,E£579.99
C_HCADM_05 - SAP HANA Cloud Provisioning and Administration,2 Practice papers comprising of 60 questions which will help in clearing the actual Certification exam,4.3,"Instructor:
Santanu Kar Gupta",,,,E£579.99,,,E£779.99
Top 140+ Most Asked C Language MCQ in Interview [Sept. 2023],Top 140+ Most Asked C Language MCQ in Interview You Should Prepare For In 2023,4.4,"Instructor:
The Coding Experts",,,,E£629.99,,,E£849.99
Learn 8051 Embedded System Design by 100 Practical Projects!,"with Tens of Practical Projects in C and MCS-51 Assembly Language using several simulators (Proteus, Edsim51, Multisim)",4.0,"Instructor:
Shahram Taheri",s11,92,All Levels,E£199.99,,,E£269.99
C_TS462_2020 Certified Application Associate -S/4HANA Sales,"C_TS462_2020, C_TS462_2019 SAP Certified Application Associate - SAP S/4HANA Sales 2020",3.9,"Instructor:
K. Chandra Shekar",,,,E£199.99,,,E£269.99
Prokon Analysis and Design of 3 Stories R.C.C Building,"Prokon Structural Design + Analysis of 3 Stories R.C.C Building (columns, Slab, Foundation, and beams)",3.8,"Instructor:
Ahmad Traboulsi",s2,13,All Levels,E£199.99,,,E£269.99
C Programming for Beginners,Beginners first step is learn C language for more learn other high performing modern programming languages.,0.0,"Instructor:
Shubh Saxena",4.5,21,Beginner,E£199.99,,,E£269.99
Snowpark : Data engineering with Snowflake.,Learn fundamentals of Snowflake-snowpark API.,4.4,"Instructor:
Pradeep H C",s6,64,All Levels,E£199.99,,,E£269.99
SAP Activate Project Manager: Path to Success (C_ACTIVATE22),"Mastering SAP Activate Project Manager Certification: SAP Activate Methodology Unveiled, (C_ACTIVATE_22/13) Exam Prep.",4.6,"Instructor:
Kareem Ullah",1.5,29,All Levels,E£579.99,,,E£779.99
6 Practice Tests | C_FIORDEV_22 Fiori Application Developer,6 NEW SAP FIORI App Developer Practice Tests! Cover all exam topics| Know WHY an answer is right / wrong | 100% original,4.7,"Instructor:
L G",,,,E£199.99,,NEW,E£269.99
Introduction to C Development Environment for Raspberry PICO,Building an Efficient Development Environment,4.4,"Instructor:
Dr Jon Durrant",s3,69,Beginner,E£199.99,,Bestseller,E£269.99
The Complete IOS 9 & Xcode 7 Guide - Make 20 Applications,A Complete Xcode 7 and iOS 9 Course with Swift 2 & Objective-C,4.6,"Instructor:
Aaron Caines",s30,229,All Levels,E£199.99,,,E£269.99
SAP Fiori Application Developer Certification Practice Tests,Pass the C_FIORDEV_21 & C_FIORDEV_20 Certification Exams and become an SAP Certified Associate,4.0,"Instructor:
IT Pathways",,,,E£229.99,,,E£319.99
"""Anatomy of Yoga"" 1: Teacher Training Workshop Series","The Language of Movement, Exercise Physiology, Upper and Lower Extremity and Trunk",4.9,"Instructor:
Laura Goellner E-RYT, C-IAYT",s10,52,Intermediate,E£749.99,,,E£999.99
"Interaction Tests, Mocks & Refactoring in Embedded Software",Dr. Surly’s School for Mad Scientists: Advanced Test Driven Development for Embedded & System Software in C,3.9,"Instructors:
Mark VanderVoord, Mike Karlesky",s7,57,Intermediate,E£849.99,,,
C Programming Language- Practice Tests & Interview Questions,Sharpen Your C Programming Skills with Beginner to Expert-Level Practice Tests and Interview Questions.,4.4,"Instructor:
Bikram Ghosh",,,,E£199.99,,,E£269.99
SAP Exam C_BRU2C_2020 100% Pass - SAP BRIM - Usage to Cash,SAP Certified Application Associate - SAP Billing and Revenue Innovation Management - Usage to Cash - Exam C_BRU2C_2020,4.6,"Instructor:
Neshet Lluka",,,,E£199.99,,,E£269.99
6 Practice Tests | SAP HANA 2.0 Ceritification C_HANAIMP_18,6 NEW SAP HANA 2.0 SPS06 Ceritification Practice Tests! Cover all exam topics| 430+ unique questions | 100% original,4.4,"Instructor:
L G",,,,E£479.99,,NEW,E£629.99
300+ Questions: Mastering the IOS Technical Interview,Prepare for IOS Coding Interviews: IOS 11 Swift 4 Objective-C,3.9,"Instructor:
Dameon Green",1.5,89,All Levels,E£229.99,,,E£319.99
C_S4FCF_2021 : Central Finance in SAP S/4HANA 2021,C_S4FCF_2021 : Central Finance in SAP S/4HANA (SAP S/4HANA 2021),4.0,"Instructor:
Ritesh Agrawal",,,,E£579.99,,,E£779.99
[NEW] C_IBP_2202 SAP IBP Mock Test + 18 Study Materials,SAP Certified Application Associate - SAP IBP for Supply Chain Mock Test + + 18 Study Materials,4.3,"Instructor:
EXAM VOLT",,,,E£199.99,,NEW,E£269.99
"C_TS4C_2023 - RISE with SAP - S/4HANA Cloud, public edition","SAP Certified Application Associate - SAP S/4HANA Cloud, public edition implementation with SAP Activate",3.6,"Instructor:
Ritesh Agrawal",,,,E£319.99,,,E£419.99
Snowflake cloud database with ELT(Airflow+Python+Talend),Learn to integrate ETL tools with Snowflake and leverage Airflow for ELT with snowflake.Process 250+ GB data.ELT flow.,4.5,"Instructor:
Pradeep H C",s9,103,All Levels,E£749.99,,,E£999.99
Unit Testing & Other Embedded Software Catalysts,Dr. Surly’s School for Mad Scientists: Introduction to Test Driven Development for Embedded & System Software in C,4.3,"Instructors:
Mark VanderVoord, Mike Karlesky",s3,30,All Levels,E£599.99,,Bestseller,
Turkish Language Course for Beginners - A1,Learn Turkish from a Native & Experienced Turkish Teacher ( 50 top quality video lessons ),4.7,"Instructor:
A. C. YILMAZ",9.5,50,Beginner,E£549.99,,,E£749.99
Full Scratch 3.0 Programming Course: Beginner to Advanced,"Use Scratch 3.0 to learn universal programming concepts, create games, design apps, make models, and more!",4.4,"Instructor:
Nate C",10.5,25,All Levels,E£619.99,,Bestseller,E£819.99
C_IBP_2302 SAP IBP for Supply Chain Practice Exam,C_IBP_2302 Enhance Your SAP IBP Supply Chain Skills with this Practice Exam,3.4,"Instructor:
POORNA N",,,,E£199.99,,,E£269.99
Embedded C Programming Course from Zero to Hero,Course on Embedded C programming using STM32 & TM4C123 Microcontroller.,3.9,"Instructor:
SM training academy",s14,63,All Levels,E£199.99,,,E£269.99
C Data Structures from Basics,Hands on Implementation / Coding with Data Structures,4.1,"Instructor:
Shrirang Korde",s25,86,Intermediate,E£199.99,,,E£269.99
C_LCNC_01 - SAP Certified Citizen Developer | Exam Questions,140+ Questions to Prepare for the Certification SAP Citizen Developer - Low-Code / No-Code Applications and Automations,4.7,"Instructor:
Cert PREP",,,,E£199.99,,,E£269.99
Fundamentals of Computer Systems and C Programming,A Comprehensive Course in Computer Systems and C Programming - Covering Fundamentals to Advanced Concepts.,3.5,"Instructor:
OZIS Academy",12.5,22,Intermediate,E£199.99,,,E£269.99
Human Design: Centers&Your relationships CERTIFIED (C),What your energy centers bring into your life and your relationship. Unique knowledge to improve your life,4.9,"Instructor:
Amara Marina Marshenkulova",2.5,25,All Levels,E£579.99,,,E£779.99
Learn Professional C++ | Introduction to Boost C++ Libraries,"Learn Non-std. C++ functions, containers, classes for Professional coding in C/C++. Gear-up for Industrial applications.",2.7,"Instructor:
Block.Hub Academy",7.5,105,Beginner,E£229.99,,,E£319.99
LEED AP(BD+C) 300 MOCKUP TEST+400 Flashcards,pass your exam from first attemp,3.3,"Instructor:
Osama Ismail Alhuzebi",,,,E£419.99,,,E£579.99
{ C } Digital Image Processing From Ground Up™,"Image Processing : Edge-Detection Algorithms , Convolution, Filter Design, Gray-Level Transformation, Histograms etc.",4.6,"Instructors:
Israel Gbati, BHM Engineering Academy",8.5,59,All Levels,E£199.99,,Bestseller,E£799.99
"The Subtle Art of ""LEED V4 BD+C - Sustainable New Buildings""",LEED v4 | New Construction | Green Building Certification | LEED AP | Sustainability | Exam Prep | Decarbonisation | ESG,4.4,"Instructor:
Hans Weemaes | LEED AP | WELL AP | TRUE | FITWELL",4.5,92,All Levels,E£749.99,,New,E£999.99
PMP Certification: PMP Exam Recap - Get your PMP! / 18 PDUs,PMP Exam Prep: Repeat everything you should know for the PMP Exam with this PMP CRAM session! Based on new ECO 2021...,4.7,"Instructor:
Sabri C. PMP | 120,000+ Enrollments Worldwide",18.5,242,All Levels,E£199.99,,new,E£269.99
C_TS460_2021 SAP S/4HANA Sales Certification (Português),C_TS460_2021 SAP Certified Application Associate - SAP S/4HANA Sales 2021 Upskilling with commented answers (PT and EN),5.0,"Instructor:
Renato Pascini",,,,E£229.99,,,
C# Studies | Basic C# Programming with Visual Studio 2019,Take your first step into the world of programming with this beginner course on C#. Become a programmer today!,4.8,"Instructor:
C# Tut",1.5,15,Beginner,E£199.99,,,E£269.99
"Mastering AP® Physics C: Mechanics (2022 - 2023), pt. 1 of 2","This course will teach you the content, tips, and insights for success on the AP Physics C: Mechanics exam.",4.6,"Instructor:
John Pearson",4.5,45,All Levels,E£199.99,,,E£269.99
Red Teaming | Exploit Development with Assembly and C |MSAC+,"Exploit Development: Shellcode Execution, Bad Character Analysis, Segmentation Fault Handling, Buffer Overflow, Hacking",4.7,"Instructor:
OCSALY Academy | 280.000+ Students",s13,77,All Levels,E£579.99,,,E£779.99
SAP S/4 TM C_S4TM_2020 certification Practice test,SAP Certified Associate - Transportation Management certification in SAP S/4HANA - Practice Test and Interview questions,4.6,"Instructor:
SAP Mock Tests",,,,E£199.99,,,E£269.99
C_TS462_2021_S/4 HANA Sales- Upskilling,Sure way to Succeed the exam:C_TS462_2021 - SAP S/4HANA Sales Upskilling Certification Mock/practice Tests,4.9,"Instructors:
SanthaRam S, Kouru Venkata Ganapathi",,,,E£199.99,,,E£269.99
C_S4FTR_2020 SAP Certified Application Associate - Treasury,C_S4FTR_2020 SAP Certified Application Associate - Treasury with SAP S/4HANA (SAP S/4HANA 2020),3.1,"Instructor:
K. Chandra Shekar",,,,E£199.99,,,E£269.99
6 Practice Tests | C_SACP_2308 SAP Analytics Cloud: Planning,6 NEW SAP Analytics Cloud Planning Certification Practice Tests! Cover all topics| 240+ unique questions| 100% original,3.4,"Instructor:
L G",,,,E£199.99,,NEW,E£269.99
Start Learning Embedded Systems with AVR Atmega32 Controller,A Beginner Friendly Course to Quickly Learn AVR Microcontrollers using Embedded C without having a development board,4.5,"Instructor:
Amit Rana",7.5,39,Beginner,E£749.99,,,E£999.99
Microsoft Project: MS Project 2019 2016 2013 Complete_8 PDUs,Microsoft Project: Learn project management by using MS Project! Creation and management of a real project plan - 8 pdus,4.4,"Instructor:
Sabri C. PMP | 120,000+ Enrollments Worldwide",8.5,71,All Levels,E£199.99,,Bestseller,E£999.99
C Programming Interview Questions and Answers,Quiz / Practice Test / MCQ On C Language,0.0,"Instructor:
Abrar Nayeem",,,,E£199.99,,,E£269.99
C_TSCM62_67 - SAP Sales and Distribution | Exam Questions,150+ Exam Questions to Prepare for Certification Exam SAP Certified Application Associate - Sales and Distribution,4.5,"Instructor:
Cert PREP",,,,E£199.99,,,E£269.99
Prepare for C.I.S.A. exam organizied by I.S.A.C.A.,Preparatory exam for CISA aspirant to test knowledge and identify weak areas for further studies,3.6,"Instructor:
Ashutosh Upadhyay",,,,E£199.99,,,E£269.99
Visual Studio Code Course 2023,"Learn the basics of Visual Studio Code from scratch and run Python, Java, C, C++, HTML, JS, PHP with examples.",4.6,"Instructor:
Studyopedia Trainings",s1,15,Beginner,E£199.99,,,E£269.99
Autodesk Structural Robot R.C.C Villa Design in UAE,"Modeling, analysis and design of 4 stories Villa in UAE using AutoDesk Robot software",4.1,"Instructor:
Ahmad Traboulsi",4.5,21,All Levels,E£449.99,,,E£599.99
Socket programming using C language,Learn socket API's to communicate between two nodes on the network,2.4,"Instructor:
Codutor Academy",1.5,8,Intermediate,E£199.99,,,E£269.99
RabbitMQ: Learn all MessageQueue concepts and administration,Use RabbitMQ for asynchronous Messaging to decouple your systems for easy scalable systems with examples in Python & C#,4.1,"Instructor:
Timo | C# Development | .NET | DevOps",4.5,69,All Levels,E£199.99,,,E£269.99
SAP CDC Certification (Gigya),C_C4H620_24: SAP Certified Development Associate - SAP Customer Data Cloud,4.4,"Instructor:
SAP Consultant",,,,E£199.99,,,E£269.99
ETABS & Safe in R.C.C 3m Cantilever Project without cracked,"Modeling and design of the project using flat slab (thickness, reinforcement, short term, and long term deflection)",4.1,"Instructor:
Ahmad Traboulsi",s2,10,All Levels,E£199.99,,,E£269.99
C_TS4FI_2021 : SAP Certified S/4 S/4HANA for Finance 2021,SAP S/4HANA for Financial Accounting Associates (SAP S/4HANA 2021),3.9,"Instructor:
Ritesh Agrawal",,,,E£579.99,,,E£779.99
"""Anatomy of Yoga""3: Teacher Training Workshop Series","Anatomy On the Mat: Sequencing Asana, Breath Work and Meditation Techniques for Anatomy Informed Class Planning",4.9,"Instructor:
Laura Goellner E-RYT, C-IAYT",s13,74,Intermediate,E£749.99,,,E£999.99
"C_BW4HANA_27 | SAP Reporting, Modeling Data Acquisition Exam","Comprehensive Course For SAP Reporting, Modeling Data Acquisition Exam",3.9,"Instructor:
Ramesh Vairavan",,,,E£349.99,,,E£449.99
Connecting and working with Oracle Cloud DBaaS,"Connecting and working with Oracle cloud DBaaS using command line tool, Toad for Oracle, SQL Developer and C Program.",4.3,"Instructor:
Nishith Jain M R",s1,14,Beginner,E£229.99,,,E£319.99
The Complete Objective-C Guide for IOS 8 and Xcode 6,A Guide to iPhone and iPad development. A Complete Xcode 6 and IOS 8 Course with Objective-C Beginner to pro.,3.7,"Instructor:
Aaron Caines",s11,92,All Levels,E£229.99,,,E£319.99
The Most Complete ARDUINO MASTERCLASS for Beginners,"Learn Electronic basics, Algorithms, C programming Language and Arduino",4.6,"Instructor:
HAJAR QAIBOU",3.5,68,Beginner,E£199.99,,,E£269.99
C_TADM55A_75,SAP Certified Technology Associate - System Administration (SAP HANA) with SAP NetWeaver 7.5 Practice/Mock Questions set,5.0,"Instructor:
Periyasamy J",,,,E£199.99,,,E£269.99
SAC Planning Certification (C_SACP_2208) Questions,Latest Practice question for C_SACP_2208 certification with guaranteed passing (95 Unique questions),4.3,"Instructor:
Shaguftah Ali",,,,E£199.99,,,E£269.99
C_TS410_2020 | SAP Business Process Integration Test,Comprehensive Course For SAP OS/DB Migration for SAP NetWeaver Exam,3.9,"Instructor:
Ramesh Vairavan",,,,E£199.99,,,E£269.99
Electrical Loads Calculations and Design,"Load & Thermal Current Calculations, Cables Sizing, Voltage Drop, Short Circuit Calculations, C.B & Transformer Sizing",4.3,"Instructor:
Ahmed Hassanin",7.5,19,All Levels,E£549.99,,,E£729.99
"ATOLL PRO: Aquaculture, Aquaponics, Zebrafish, and more",Get started growing healthy food by learning about aquaculture and aquaponics.,3.8,"Instructors:
Barbara Payne McLain, TETSUZAN RON, Tim Miller-Morgan, Allen C. Riggs, Paul Bienfang, Kelly Davidson, Shai Shafir, Glenn Martinez",14.5,85,All Levels,E£549.99,,,E£729.99
Cuda Basics,A comprehensive course on Cuda C programming principles,3.8,"Instructor:
HPC Specialist",s3,28,Beginner,E£449.99,,,E£619.99
Linux Inter Process Communication Methods made simple,Learn IPC methods using C language and improve your Linux system programming skills.,3.3,"Instructor:
Codutor Academy",5.5,10,Intermediate,E£199.99,,,E£269.99
SAP BTP Extension Developer C_CPE_14 Preparation Bootcamp,240 Comprehensive Practice Questions for Confident SAP BTP Extension Developer Exam 2023,4.2,"Instructor:
Nick Yang",,,,E£199.99,,,E£269.99
C_C4H460_21 - SAP Cloud for Customer 2111 | Exam Questions,95+ Exam Questions to Prepare for Certification Exam SAP Certified Development Associate – SAP Cloud for Customer 2111,4.2,"Instructor:
Cert PREP",,,,E£199.99,,,E£269.99
C-level management: proven frameworks and techniques,Meet and exceed your career goals to become a visionary leader and executive leader,4.1,"Instructor:
Matthieu Bout",s4,30,Expert,E£549.99,,,E£729.99
AWS Cost Management Tools (Cost Explorer) Crash Course,"Learn everything about AWS Cost Explorer, Cloud Financial Management and Reserved Instance/Savings Plan",4.5,"Instructor:
Jimmy C",s2,28,All Levels,E£199.99,,,E£269.99
Learn to Play Bach's Prelude in C Major on the Piano,Beginner Piano Lesson,4.9,"Instructor:
Steve Warner",1.5,9,Beginner,E£199.99,,,E£269.99
Intro to Business Taxation | Breezy CPA,"Learn how to file taxes for Partnerships, LLC's, S-Corporations & C-Corporations",4.6,"Instructor:
Philip J.",4.5,18,All Levels,E£229.99,,,E£319.99
6 Practice Tests | C_SAC_2302 SAP Analytics Cloud,6 NEW SAP Analytics Cloud Certification Practice Tests: Get Insight into Correct Answers with SAP Help/Blog Links,4.3,"Instructor:
L G",,,,E£199.99,,NEW,E£269.99
Mastering the Classics: J. B. Bréval Sonata in C Major,Transform Your Playing with This Comprehensive Cello Course! The Ultimate Sonata Study Guide.,5.0,"Instructor:
Cellopedia Courses",s3,30,Intermediate,E£199.99,,,E£269.99
SAP C_TBIT44_71 Development Consultant Net Weaver Exam,SAP C_TBIT44_71 Development Consultant Net Weaver Practice Exam || Get Certification,0.0,"Instructor:
Practice Exams",,,,E£229.99,,,E£319.99
SAP C_TB1200_88 Certified Associate Business Practice Exam,SAP C_TB1200_88 Certified Associate Business Practice Exam || Get Certification,0.0,"Instructor:
Practice Exams",,,,E£199.99,,,E£269.99
CIPP/C: Canadian Privacy Laws,Canada Privacy Laws: federal and provincial approach (Updated 1 December 2023),4.5,"Instructor:
Ksenia Laputko",3.5,30,All Levels,E£619.99,,,
