Course Name,Description,Rate,Instructor,Total Hours,lectures,Level,Number Of Rated Users,Status,Original Price,Price Value,Business Exception,New Price,_Price
Mastering C++ Programming - From Zero to Hero,"Modern C++ with C++11 to C++17, In-depth coverage of OOPs,Templates,STL,Exception Handling,Basics to Advance C++",4.1,"Instructor:
Himayatullah Sharief",30.5,198,All Levels,,,E£719.99,529.99,,17.1398766,17.1398766USD
Lets Make a Hack n Slash game with SDL2 and C++,Learn how to make a nice little hack n slash using SDL2 and C++ like a boss!,3.7,"Instructor:
Matthew Carr",14.5,68,Intermediate,,,E£719.99,529.99,,17.1398766,17.1398766USD
Practical OpenGL and GLSL shaders fundamentals with C++,Master the OpenGL and GLSL shading language - by writing code! Illustrated theory and practice (from basics to advanced),4.5,"Instructor:
Serhii Kravchenko",2.5,22,Intermediate,,,E£719.99,529.99,,17.1398766,17.1398766USD
Qt-QML Practical Examples,"Auto-Dashboard, Notepad, REST client.",4.0,"Instructor:
Gaurav Datir",13,69,All Levels,,,E£719.99,529.99,,17.1398766,17.1398766USD
Java Native Interface (JNI) in depth,Gain an in-depth understanding of how to accomplish mixed Java/C++ software development,4.4,"Instructor:
Meisam Bahadori",38.5,96,All Levels,,,E£719.99,529.99,,17.1398766,17.1398766USD
Unreal Engine 4 Game Develop: Battle Royale with Blueprint,This course will create a Battle Royale type shooter based on a PUBG game.,4.9,"Instructor:
Bigcat NIU",36,217,All Levels,,,E£719.99,529.99,,17.1398766,17.1398766USD
Learn Multithreading in C++,"Modern C++ multithreading: threads, async, tasks, locks, futures, promises, conditions and more.",4.5,"Instructor:
John Purcell",3.5,29,Intermediate,,,E£749.99,549.99,,17.7866766,17.7866766USD
Make and Makefile for C/C++ Projects [2022 Edition],Learn to master Makefile. Use it in your daily C/C++ workflow!,4.4,"Instructor:
Jan Schaffranek",1,14,All Levels,,Bestseller,E£729.99,549.99,,17.7866766,17.7866766USD
Complete C++ Scientific Programming Bundle - 21 Hours!,"Scientific Programming with C++ Masterclass with STL, BOOST, CUDA, OpenMP and MPI Libraries: 21 Hours!",3.4,"Instructors:
Scientific Programmer™ Team, Scientific Programming School",21,112,Intermediate,,,E£729.99,549.99,,17.7866766,17.7866766USD
Design Patterns In C++ OOP UML for Projects & Architecture,Design Patterns in C++ OOP for C++ Projects Software Architecture design patterns UML for Embedded RTOS Systems stm32,4.0,"Instructor:
Suresh Kumar Srivastava",5.5,90,All Levels,,,E£729.99,549.99,,17.7866766,17.7866766USD
Short Programming intro in Python and C++,Enough basics to decide your next deep course!,4.8,"Instructors:
Dr. Moustafa Saad Ibrahim, CSGetSkilled Academy",9,116,Beginner,,,E£749.99,549.99,,17.7866766,17.7866766USD
Part A - Networking Projects - Implement TCP/IP Stack in C,"C/C++ Linux Project, Network Socket Programming, Build TCP/IP Stack, Final Year Project, L2 & L3 Implementation in C",4.0,"Instructors:
Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta",14.5,164,Intermediate,,,E£749.99,549.99,,17.7866766,17.7866766USD
Build an Advanced Keylogger using C++ for Ethical Hacking!,Take this course to learn how to code a fully functional keylogger in C++ for use in Windows!,3.9,"Instructors:
Ermin Kreponic, Aldin Omerdic",7.5,35,Intermediate,,,E£729.99,549.99,,17.7866766,17.7866766USD
Mastering C++ Fundamentals for Proficient Programming,C++ Proficiency Unleashed: Mastering Fundamentals for Expert Programming,4.6,"Instructor:
Dr. D. Raveena Judie Dolly",3,19,All Levels,,,E£749.99,549.99,,17.7866766,17.7866766USD
The Finite Element Method (FEM/FEA),From Novice to Pro: FEA Proficiency Unleashed,4.8,"Instructor:
Engineer Renato C.",34,153,All Levels,,Bestseller,E£749.99,549.99,,17.7866766,17.7866766USD
[Beginner Friendly] Linux C Programming Success Essentials,Learn the fundamentals of C programming from a real industry expert to jumpstart your tech career with C,4.4,"Instructor:
Cary Huang",10,64,Beginner,,,E£749.99,549.99,,17.7866766,17.7866766USD
Missile and Rocket Simulations in C++,Your Virtual Test Range,4.3,"Instructor:
Peter H Zipfel",13,17,Expert,,,E£749.99,549.99,,17.7866766,17.7866766USD
Unreal Engine 5 Beginner Blueprints: Make your first game!,Become a game developer in 6 hours by creating an entire puzzle platformer in UE5 without a single line of code!,4.2,"Instructor:
Gavin Eisenbeisz",6.5,38,Beginner,,,E£729.99,549.99,,17.7866766,17.7866766USD
C++ Programming For Beginners : Master in C++ Language,Unlock the Power of C++: From Beginner to Proficient,4.7,"Instructor:
Nikhil Kontam",2.5,38,Beginner,,,E£779.99,579.99,,18.756876600000002,18.756876600000002USD
Secure Coding in C/C++,"Master Secure C/C++ Programming: Uncover Flaws, Learn Defensive Programming Techniques & Design Robust, Secure Software",4.4,"Instructor:
Karoly Nyisztor • Professional Software Architect",1.5,28,Intermediate,,,E£779.99,579.99,,18.756876600000002,18.756876600000002USD
Qt Quick and QML - Advanced (Qt 5) : Interfacing to C++,"Use Custom C++ Models in QML, Build your own Visual C++ QML Types, Use Singletons and Dig Deep Through QML from C++",4.7,"Instructor:
Daniel Gakwaya",6.5,41,Intermediate,,,E£779.99,579.99,,18.756876600000002,18.756876600000002USD
Master CMake for Cross-Platform C++ Project Building,Learn the most powerful and recommended way of building the C++ projects,4.6,"Instructor:
Milan Yadav",3.5,46,Beginner,,Highest rated,E£779.99,579.99,,18.756876600000002,18.756876600000002USD
Learn Object Oriented Programming OOP in C++,Learn Object Oriented Programming in C++ using classes and objects with examples,4.5,"Instructor:
Doedu education",2.5,25,Beginner,,,E£779.99,579.99,,18.756876600000002,18.756876600000002USD
Mastering Latest C++ Online With Hands On Programming,"STL Containers, Iterators and Algorithms, Lambda Expressions, C++11/14/17/20 Features, Inheritance and Polymorphism",5.0,"Instructor:
Subburaj Ramasamy",19.5,61,Beginner,,New,E£779.99,579.99,,18.756876600000002,18.756876600000002USD
Ultimate C++ Programming Course: From Beginner to Expert,Master the Power and Versatility of C++ Programming Language,4.4,"Instructor:
Ganesh Kadam",4,43,Beginner,,,E£779.99,579.99,,18.756876600000002,18.756876600000002USD
"C/C++ Programming, Algorithms & Data Structures Masterclass",Master Fundamental to Advanced Algorithms for Real-World Applications and Interviews: Your Ultimate Programming Journey,4.6,"Instructor:
Daniel-Nicolae Dima",9.5,56,All Levels,,,E£779.99,579.99,,18.756876600000002,18.756876600000002USD
C++ Programming- Practice Tests & Interview Questions,Master C++ Programming: Sharpen Your Skills with Practice Tests & Interview Questions,5.0,"Instructor:
Ganesh Kadam",,,,,,E£779.99,579.99,,18.756876600000002,18.756876600000002USD
SOLID C++,Learn and practice C++ with SOLID object-oriented design principles,3.9,"Instructor:
Andrii Sh.",9.5,83,Intermediate,,,E£799.99,599.99,,19.4036766,19.4036766USD
Asynchronous Programming Design Patterns - C/C++,"System Programming, C/++, Multithreading Concepts, Thread Synchronization, Operating System Project Courses, Event Loops",4.8,"Instructors:
Abhishek CSEPracticals, Ekta Ekta, Shiwani Nigam",5.5,52,Intermediate,,,E£799.99,599.99,,19.4036766,19.4036766USD
Modern OpenGL C++ 3D Game Tutorial Series & 3D Rendering,"Learn modern OpenGL that underpins most new games, game engines and 3D rendering applications.",3.8,"Instructor:
Frahaan Hussain",13,73,Intermediate,,new,E£799.99,599.99,,19.4036766,19.4036766USD
C-Programming for Beginners - Solid Foundations,"Learn C the easy way, using graphical illustrations & an explanation of what happens inside the computer memory",4.5,"Instructor:
Panagiotis Gnafakis",22.5,90,Beginner,,,E£799.99,599.99,,19.4036766,19.4036766USD
Scientific Computing in C++,Learn numerical computation techniques by applying C++ to solve distinct mathematical tasks,4.2,"Instructor:
Okan Koeksal",18,44,Intermediate,,,E£819.99,619.99,,20.0504766,20.0504766USD
"GNU Make & Makefile To Build C/C++ Projects - (LINUX,MAC)",Understand build process internals to write better makefile for C/C++ Projects in Linux & MAC OS.,4.4,"Instructor:
Subrata Kumar Swain",4.5,66,All Levels,,Bestseller,E£819.99,619.99,,20.0504766,20.0504766USD
Structural Design Patterns in Modern C++,Learn structural design patterns in depth & their implementation in Modern C++,4.6,"Instructor:
Umar Lone",8,92,All Levels,,,E£819.99,619.99,,20.0504766,20.0504766USD
Part B (ADVANCE) Multithreading Design Patterns ( pthreads ),"Linux POSIX Threads ( Pthreads ), thread Synchronization, Operating System Concepts, C/C++ programming with Projects",4.4,"Instructors:
Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta",8.5,76,Intermediate,,,E£819.99,619.99,,20.0504766,20.0504766USD
Migrating to Qt 6,Migrating to from Qt 5 to Qt 6 for the experienced developer,4.7,"Instructor:
Bryan Cairns",3,49,Expert,,,E£819.99,619.99,,20.0504766,20.0504766USD
Full Scratch 3.0 Programming Course: Beginner to Advanced,"Use Scratch 3.0 to learn universal programming concepts, create games, design apps, make models, and more!",4.4,"Instructor:
Nate C",10.5,25,All Levels,,Bestseller,E£819.99,619.99,,20.0504766,20.0504766USD
Turkish Language Course - B1,Learn Turkish from a Native & Experienced Turkish Teacher ( 26 top quality video lessons ),4.9,"Instructor:
A. C. YILMAZ",5.5,26,Intermediate,,,E£819.99,619.99,,20.0504766,20.0504766USD
2023 C++ Programming : Beginners to Advanced for Developers,"2023 C++ Programming for Beginners and Advanced: Hands-On Fundamentals,Developer Techniques, and Real-World Applications",4.8,"Instructor:
Surendra Varma Pericherla",6,87,All Levels,,Highest rated,E£849.99,629.99,,20.3738766,20.3738766USD
Learn C++ Programming By Making Games,An introductory guide to understanding how to program,4.8,"Instructor:
Serge Lansiquot",25.5,155,Beginner,,,E£849.99,629.99,,20.3738766,20.3738766USD
Unreal Engine 5 C++ Multiplayer: Make An Online Co-op Game,Learn intermediate C++ and the latest UE5 tech to make your own online multiplayer adventure games.,4.8,"Instructors:
GameDev.tv Team, Kaan Alpar",11.5,72,Intermediate,,,E£849.99,629.99,,20.3738766,20.3738766USD
Qt 6 Core Advanced with C++,A followup to the Qt 5 Core for beginners and intermediate courses.,4.3,"Instructor:
Bryan Cairns",13,131,Expert,,,E£849.99,629.99,,20.3738766,20.3738766USD
C++ Code Like you are in MATRIX : Mastering C++ in 12 Hours,"Unleash the Power of C++ and Take Your Programming Skills to the Next Level! C++ and Data structures , CPP Unreal Engine",4.4,"Instructor:
OCSALY Academy | 280.000+ Students",12,91,All Levels,,,E£849.99,629.99,,20.3738766,20.3738766USD
Visual C++ programming for desktop application development,Visual C++ programming for desktop application development,3.7,"Instructor:
Dr. Zahid Halim",4,19,Beginner,,,E£849.99,629.99,,20.3738766,20.3738766USD
Creational Design Patterns in Modern C++,Learn creational design patterns in depth & their implementation in Modern C++,4.7,"Instructor:
Umar Lone",7.5,90,All Levels,,,E£849.99,629.99,,20.3738766,20.3738766USD
Qt 5 C++ GUI Development - Intermediate,"Learn Intermediate Qt C++ GUI : Events, Painting, Model View Architecture, Graphics View Framework, Deployment and more.",4.5,"Instructor:
Daniel Gakwaya",40,149,Intermediate,,,E£849.99,629.99,,20.3738766,20.3738766USD
Introduction to Computer Programming for Beginners 2023,"Learn the basic principles of Computer Programming and get started with C#, SQL, Java, C, C++ and Python",4.2,"Instructor:
Artemakis Artemiou",8,89,Beginner,,,E£849.99,629.99,,20.3738766,20.3738766USD
Embedded Systems Object-Oriented Programming in C,"End-to-End Firmware and Driver Development: UART,GPIO,TIMER, etc. From Datasheet to Embedded C and C++",4.5,"Instructor:
Israel Gbati",12.5,45,All Levels,,,E£849.99,629.99,,20.3738766,20.3738766USD
Embedded Software Development using C++,"Object-oriented design and HAL application programming on STM32, ARM Cortex-M",4.1,"Instructor:
Olaoluwa Raji",7,90,All Levels,,,E£849.99,629.99,,20.3738766,20.3738766USD
Multi-Threading and IPC with Qt 5 C++,Use Threads and Inter Process Communication in your Qt 5 C++ applications : A Practical Walk Through of Qt 5 offerings,4.6,"Instructor:
Daniel Gakwaya",13,55,Intermediate,,,E£849.99,629.99,,20.3738766,20.3738766USD
27hrs Data Structures +Algorithms StackQueueLinkedList C C++,Master Data Structures & Algorithms The Ultimate Coding Interview Bootcamp - Get more job offers,4.6,"Instructor:
Sonali Shrivastava",27,73,All Levels,,,E£849.99,629.99,,20.3738766,20.3738766USD
"Fundamentals of Logistics, Supply Chain & Customer Service","Learn Logistics, Supply Chain and Customer Service. 3 Courses in 1.",4.5,"Instructor:
Bradley C.",5,52,All Levels,,,E£849.99,629.99,,20.3738766,20.3738766USD
Makefile and GNU make for C/C++ Projects on Linux systems,Makefile and GNU make for C/C++ Projects Embedded gnu makefile stm32 programming Yocto Linux Systems gcc cmake kernel,3.6,"Instructor:
Suresh Kumar Srivastava",2,41,All Levels,,,E£849.99,629.99,,20.3738766,20.3738766USD
Complete C++20 Visual and Practical Course: Zero to Mastery,"Beginners to Expert Modern C++: A Deep Dive into C++14, C++17, & C++20 Through Visual Learning and Real-World Projects",4.8,"Instructor:
Rahmat M",50.5,295,All Levels,,Hot & new,E£849.99,629.99,,20.3738766,20.3738766USD
C++ for Beginners: Modern C++ Software Engineer 101 for 2024,"C++, C++20, Fundamentals, Classes, Pointers, STL, Templates, Concepts, Ranges, Containers, Iterators, Concurrency, OOPs",4.6,"Instructor:
RougeNeuron Academy",14,126,Beginner,,,E£849.99,629.99,,20.3738766,20.3738766USD
Interactive GUI with C++ and ImGui: Practical examples,Create stunning Applications: Learn C++ and ImGui through 10 exciting projects,4.5,"Instructor:
Jan Schaffranek",7,59,All Levels,,Bestseller,E£849.99,629.99,,20.3738766,20.3738766USD
Learn Pro Advanced C++ Programming,Become a Pro C++ Developer,4.3,"Instructor:
Team Python",13,68,Intermediate,,,E£849.99,629.99,,20.3738766,20.3738766USD
Learn C++ loops basics in 2 hours,Understand and master the concept of Loops in minimum time with hands-on experience,5.0,"Instructor:
Sarah Naseem",2,18,Intermediate,,,E£849.99,629.99,,20.3738766,20.3738766USD
C++ Practice Tests: Complete Coverage of C++ Topics,86 hands-on Questions with very detailed Answers to prepare you for any C++ Exam,4.0,"Instructor:
Alex Franck",,,,,,E£849.99,629.99,,20.3738766,20.3738766USD
Genius in C++ Programming in 12 days - Basic to Advanced,Hands-on sessions - Features of C++11 | C++14 | C++17| C++20 and STL- Interview Perspective -Both Academics and Industry,4.4,"Instructor:
Sonali Shrivastava",33.5,85,All Levels,,,E£849.99,629.99,,20.3738766,20.3738766USD
Become a Software Development Engineer,Master C++ Data Structures: From Basic Arrays to Advanced Algorithmic Techniques.,5.0,"Instructor:
Board Infinity",59.5,171,Intermediate,,,E£849.99,629.99,,20.3738766,20.3738766USD
Introduction to C++ Programming for Absolute Beginners,Building a Strong Foundation in C++ Syntax and Concepts,4.4,"Instructor:
247 Learning",4.5,45,Beginner,,,E£849.99,629.99,,20.3738766,20.3738766USD
Make Hitman Game in Unreal Engine 5.3 C++ (Beginner to Pro),Master Unreal Engine: Create Your Hitman-Style Game,5.0,"Instructor:
Mr. Singh",w17,38,Intermediate,,New,E£849.99,629.99,,20.3738766,20.3738766USD
Mastering Leetcode In C++ - Top 100 Most Asked Problems,Mastering Leetcode In C++ - Step By Step,4.8,"Instructor:
Pratik Singhal",17.5,100,Beginner,,,E£849.99,629.99,,20.3738766,20.3738766USD
Unreal Engine 5 - Realistic Environment Design for Beginners,"Learn video game level design in UE5 by creating an entire playable island step by step, even as a complete beginner!",4.3,"Instructor:
Gavin Eisenbeisz",4.5,19,Beginner,,,E£849.99,629.99,,20.3738766,20.3738766USD
C++ Certification Exam Preparation: 6 Practice Tests,6 Practice Tests with Brief Explanation for any C++ Certification,4.3,"Instructor:
Aaditya Tiwari",,,,,,E£849.99,629.99,,20.3738766,20.3738766USD
Mastering C++: Putting Your Knowledge to the Test,Challenging C++ Practice Tests to Enhance Your Problem-Solving Abilities,4.8,"Instructor:
ProTech Ed",,,,,,E£849.99,629.99,,20.3738766,20.3738766USD
C++ for beginners: Master the Basics of Building a program,C++ Kickstart: Master the Basics and Build Your First Programs,4.4,"Instructor:
Digital Learning Academy",5.5,69,Beginner,,,E£849.99,629.99,,20.3738766,20.3738766USD
C Programming: Become A Pro! Think Like a Programmer!,Become a Powerful Programmer | Waste No Time | Solve A LOT Of Exercises ( 11+ hrs) | Succeed in your exams!,4.6,"Instructor:
Ali Badran",18.5,174,All Levels,,,E£849.99,629.99,,20.3738766,20.3738766USD
Complete course in AutoCAD Architecture,Using AutoCAD Architecture 2022,3.3,"Instructor:
C. Thi Team",27.5,200,All Levels,,,E£849.99,629.99,,20.3738766,20.3738766USD
C++ Certification Preparation: 4 Practice Tests,Four C++ Certification Preparation Tests with Detailed Explanations,4.5,"Instructor:
Sumit Pant",,,,,,E£849.99,629.99,,20.3738766,20.3738766USD
4 Comprehensive Practice Tests for any C++ Certification,Four Practice Tests with Concise Explanations for any C++ Certification,4.5,"Instructor:
Sumit Pant",,,,,,E£849.99,629.99,,20.3738766,20.3738766USD
Unreal Engine: Open World Landscapes,"Master Unreal Engine's Landscape editing tools to create massive environments like in ""Breath of the Wild""",4.8,"Instructor:
Greg Wondra",16,113,Beginner,,,E£849.99,629.99,,20.3738766,20.3738766USD
Master C++ Programming From Beginner To Advance 2023 Edition,"Latest Hand-on Beginner Friendly Course include C++ Qt GUI Project, Supports C++ 11 C++ 14 , **270+ videos, **5 Projects",4.5,"Instructor:
Codaming - VeDinesh Academy",22,275,Beginner,,,E£999.99,749.99,,24.2546766,24.2546766USD
C++ programming step-by-step: From Beginner to Advanced,"Start with basics of C++ (v11 and v14) then master File I/O, Object Oriented Programming or OOP, STL, Functors, Lambda",4.3,"Instructor:
Shibaji Paul",27.5,189,All Levels,,,E£999.99,749.99,,24.2546766,24.2546766USD
Detecting Memory Leaks in C/C++ Applications,Apply techniques to detect & isolate memory related errors in Visual Studio,4.5,"Instructor:
Umar Lone",6,73,Intermediate,,Bestseller,E£999.99,749.99,,24.2546766,24.2546766USD
Complete Guide to Rotations and Transformations,The Complete Guide to Attitude Representation and Transformations for Engineers and Programmers in Python and C++,4.8,"Instructor:
Steven Dumble",7.5,50,Intermediate,,,E£999.99,749.99,,24.2546766,24.2546766USD
Qt 6 Core Beginners with C++,"No experience necessary, learn Qt C++ cross platform programming on windows, mac and linux for beginners using Qt 6.",4.7,"Instructor:
Bryan Cairns",15.5,149,Beginner,,Bestseller,E£999.99,749.99,,24.2546766,24.2546766USD
Qt 5 Core Advanced with C++,A followup to the Qt 5 Core for beginners and intermediate users.,4.5,"Instructor:
Bryan Cairns",12,63,Expert,,,E£999.99,749.99,,24.2546766,24.2546766USD
Mastering Computational Geometry Algorithms with C++,Zero to Hero guide to Computational geometry algorithm in C++.,4.4,"Instructor:
Kasun Liyanage",12,90,Intermediate,,,E£999.99,749.99,,24.2546766,24.2546766USD
C++ Programming Bootcamp,A Complete C++ Course Focused on Problem Solving that will Expand into All C++ Can Do,4.2,"Instructor:
Derek Banas",24,85,All Levels,,,E£999.99,749.99,,24.2546766,24.2546766USD
Mastering critical SKILLS in Algorithms using C++: Part 2,"70 Challenges to master recursive based techniques, shortest-path and MST algorithms.",5.0,"Instructors:
CSGetSkilled Academy, Dr. Moustafa Saad Ibrahim",15,135,Beginner,,Highest rated,E£999.99,749.99,,24.2546766,24.2546766USD
Data Structure & Algorithm using C++ : Zero To Mastery 2023,"Ace the Google, Amazon, Facebook, Microsoft, Netflix coding interviews. Step by step guide for their toughest questions!",4.4,"Instructors:
Ankit Thakran, Harsh Kajla",64.5,268,All Levels,,,E£999.99,749.99,,24.2546766,24.2546766USD
Qt 5 Core for Beginners with C++,"No experience necessary, learn Qt C++ cross platform programming on windows, mac and linux for beginners using Qt 5.",4.4,"Instructor:
Bryan Cairns",8.5,73,Beginner,,,E£999.99,749.99,,24.2546766,24.2546766USD
ROS2 C++ Robotics Developer Course - Using ROS2 In C++,Gain expertise in the latest version of the Robot Operating System (ROS 2) in C++ to program your own robots,4.7,"Instructor:
Raymond Andrade",8,48,All Levels,,,E£999.99,749.99,,24.2546766,24.2546766USD
QML for Beginners,"Cross platform GUI application development on windows, mac and linux using QML, Qt 5, JavaScript and C++",4.6,"Instructor:
Bryan Cairns",13.5,106,Beginner,,,E£999.99,749.99,,24.2546766,24.2546766USD
The Complete dbt (Data Build Tool) Bootcamp: Zero to Hero,Become a dbt™ professional with this ALL-IN-ONE COURSE covering both theory & practice through a real-world project!,4.5,"Instructors:
Zoltan C. Toth, Miklos (Mike) Petridisz",6.5,94,All Levels,,Bestseller,E£999.99,749.99,,24.2546766,24.2546766USD
Part A - Multithreading & Thread Synchronization - Pthreads,"Linux POSIX Threads ( Pthreads ), thread Synchronization, Operating System Concepts, C/C++ programming with Projects",4.7,"Instructors:
Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta",16.5,157,Beginner,,,E£999.99,749.99,,24.2546766,24.2546766USD
C++ Unit Testing: Google Test and Google Mock,Beginning Test Driven Development (TDD) in C++ with Googletest and Googlemock,4.3,"Instructor:
Serban Stoenescu",3.5,62,Beginner,,,E£999.99,749.99,,24.2546766,24.2546766USD
Data Structures and Algorithms : Deep Dive Using C++,"Learn in-depth about Arrays, Linked Lists, Stacks, Queues, Trees, Graphs, Recursion, Heaps, Hashing and Sorting",4.8,"Instructor:
Himayatullah Sharief",50,335,All Levels,,,E£999.99,749.99,,24.2546766,24.2546766USD
C++ Robotics Developer Course - Using ROS in C++,Learn to program Robots using the famous Robot Operating System (ROS) framework in C++,4.4,"Instructor:
Raymond Andrade",4.5,36,All Levels,,,E£999.99,749.99,,24.2546766,24.2546766USD
Unreal Engine 5 C++: Create Custom Editor Tools,Create custom editor tools in Unreal Engine 5 through different editor modules and slate widgets using C++,4.8,"Instructor:
Vince Petrelli",14,118,All Levels,,,E£999.99,749.99,,24.2546766,24.2546766USD
Qt Widgets for Beginners with C++,"An introduction to Qt Widgets and Desktop programming, designed for students who know the Qt Core library",4.7,"Instructor:
Bryan Cairns",17.5,74,Beginner,,,E£999.99,749.99,,24.2546766,24.2546766USD
Demystifying OOP with C++,This course stands apart because we show you the How and Why.,4.1,"Instructors:
Bhalchandra Gholkar, Daryl Newell",13.5,138,All Levels,,New,E£999.99,749.99,,24.2546766,24.2546766USD
Qt 5 Design Patterns,Qt 5 Design Patterns with C++ For The Advanced Developer,3.9,"Instructor:
Bryan Cairns",21,126,Expert,,,E£999.99,749.99,,24.2546766,24.2546766USD
"AI system in Unreal Engine 5 and C++, Beginner to advance","This course covered AI system in Unreal Engine 5 using C++, with two fun projects.",4.5,"Instructor:
Rahmat M",23.5,131,All Levels,,,E£999.99,749.99,,24.2546766,24.2546766USD
C++ in Aerospace Simulations,With CADAC++ as Prototype,4.3,"Instructor:
Peter H Zipfel",8.5,17,Intermediate,,Bestseller,E£999.99,749.99,,24.2546766,24.2546766USD
Qt 5 C++ GUI Development For Beginners : The Fundamentals,"Build Cross Platform C++ GUI Applications with Qt, Run them on Windows, Mac, Linux, Android, iOS and Embedded Devices",4.2,"Instructor:
Daniel Gakwaya",14.5,76,Beginner,,,E£999.99,749.99,,24.2546766,24.2546766USD
Advanced TCP/IP Socket Programming in C/C++ ( Posix ),"Design Complex TCP Server, C/C++ Project, Multi-Threading, POSIX, Network Systems Programming, Linux OS based",4.1,"Instructors:
Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta",9.5,86,Intermediate,,,E£999.99,749.99,,24.2546766,24.2546766USD
Master the Coding Interview: Data Structures + Algorithms,"Ultimate coding interview bootcamp. Get more job offers, negotiate a raise: Everything you need to get the job you want!",4.7,"Instructor:
Andrei Neagoie",20,263,All Levels,,Bestseller,E£999.99,749.99,,24.2546766,24.2546766USD
C Programming Bootcamp - The Complete C Language Course,C Programming 2023: Master the Fundamentals of C Programming Language. Join the Comprehensive C Bootcamp Masterclass!,4.5,"Instructor:
Vlad Budnitski",44,396,All Levels,,Bestseller,E£999.99,749.99,,24.2546766,24.2546766USD
Lua Scripting: Master complete Lua Programming from scratch,Learn complete Lua scripting from scratch and embed Lua with your C and C++ applications,4.7,"Instructors:
Gustavo Pezzi, Pikuma .com",14,114,All Levels,,Bestseller,E£999.99,749.99,,24.2546766,24.2546766USD
The Complete C Programming Bootcamp,"Master C programming in Visual Studio Code. Learn pointers, macro and low level data manipulation. Embedded ready.",4.5,"Instructors:
Byte Garage, Byte Garage Instructors",25,160,All Levels,,,E£999.99,749.99,,24.2546766,24.2546766USD
Unreal Engine: Ultimate Survival Horror Course,Learn how to create video games in Unreal Engine- from scratch!,4.5,"Instructor:
Aidan Perry",18.5,77,All Levels,,,E£999.99,749.99,,24.2546766,24.2546766USD
Advanced Kalman Filtering and Sensor Fusion,Theory and C++ Simulation Implementation for Autonomous Vehicles and Self Driving Cars!,4.6,"Instructor:
Steven Dumble",8.5,82,Intermediate,,Bestseller,E£999.99,749.99,,24.2546766,24.2546766USD
Unreal Engine 4 Blueprints - The Ultimate Developer Course,Create three complete video games including a mobile game without a single line of code!,4.8,"Instructor:
Stephen Ulibarri",31.5,121,All Levels,,,E£999.99,749.99,,24.2546766,24.2546766USD
Snowflake cloud database with ELT(Airflow+Python+Talend),Learn to integrate ETL tools with Snowflake and leverage Airflow for ELT with snowflake.Process 250+ GB data.ELT flow.,4.5,"Instructor:
Pradeep H C",9,103,All Levels,,Highest rated,E£999.99,749.99,,24.2546766,24.2546766USD
Arabic language | The comprehensive course - Learn modern,"So you are already learning Arabic or willing to ? Perfect , This is where i'm going to boost your Arabic skills ;)",4.7,"Instructor:
Fadi G. C.",22.5,177,All Levels,,,E£999.99,749.99,,24.2546766,24.2546766USD
"""Anatomy of Yoga"" 1: Teacher Training Workshop Series","The Language of Movement, Exercise Physiology, Upper and Lower Extremity and Trunk",4.9,"Instructor:
Laura Goellner E-RYT, C-IAYT",10,52,Intermediate,,,E£999.99,749.99,,24.2546766,24.2546766USD
"""Anatomy of Yoga""3: Teacher Training Workshop Series","Anatomy On the Mat: Sequencing Asana, Breath Work and Meditation Techniques for Anatomy Informed Class Planning",4.9,"Instructor:
Laura Goellner E-RYT, C-IAYT",13,74,Intermediate,,,E£999.99,749.99,,24.2546766,24.2546766USD
"SaaS Metrics Fundamentals for Managers, Founders & Investors","The Most Comprehensive Course on SaaS Metrics: Bookings, ARR, Churn, Retention, LTV, CAC, Unit Economics and Dashboard",4.6,"Instructor:
Jimmy C",2.5,24,Beginner,,Bestseller,E£999.99,749.99,,24.2546766,24.2546766USD
"""Anatomy of Yoga"" 2: Teacher Training Workshop Series",Injury Prevention and How Yoga interacts with the Body's Organ Systems,4.9,"Instructor:
Laura Goellner E-RYT, C-IAYT",10.5,41,Intermediate,,,E£999.99,749.99,,24.2546766,24.2546766USD
Computer Graphics with Modern OpenGL and C++,"Learn the theory and code behind modern OpenGL graphical applications so you can make games, simulations and more!",4.5,"Instructor:
Ben Cook",21.5,40,Intermediate,,Bestseller,"E£1,199.99",849.99,,27.4886766,27.4886766USD
"ROS2 For Beginners (ROS Foxy, Humble - 2023)",Master ROS 2 Basics and Become a Robot Operating System Developer | Step By Step | Robotics Programming | Python and C++,4.7,"Instructor:
Edouard Renard",11.5,103,Beginner,,Bestseller,"E£1,199.99",849.99,,27.4886766,27.4886766USD
Mastering critical SKILLS for Coding Interviews C++: Part 1,Data Structures Part: Solving the MOST FREQUENT FAANG interview problems from LeetCode,4.9,"Instructors:
Dr. Moustafa Saad Ibrahim, CSGetSkilled Academy",18,145,Intermediate,,,"E£1,199.99",849.99,,27.4886766,27.4886766USD
"Recursion, Algorithms and Data Structures Bootcamp in C++","Recursion, Backtracking, Dynamic Programming, Graphs, Data Structures, Sorting and Substring Search Algorithms",4.5,"Instructor:
Holczer Balazs",18,151,All Levels,,,"E£1,199.99",849.99,,27.4886766,27.4886766USD
